galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4157,SPARC,1.74,96.4,12.1,5.73,129.95,70.64,148.0197453
NGC4157,SPARC,3.5,157,10.5,16.49,217.21,49.8,223.4550161
NGC4157,SPARC,5.24,192,8.4,21.44,237.63,40.7,242.0416917
NGC4157,SPARC,6.98,201,6.9,24.35,246.25,35.27,249.9519112
NGC4157,SPARC,8.72,201,7.3,30.5,251.02,31.55,254.82679
NGC4157,SPARC,10.47,194,6.4,41.92,230.73,28.8,236.2690401
NGC4157,SPARC,12.19,190,6,51.62,208.57,26.69,216.5142614
NGC4157,SPARC,13.94,186,6.4,50.11,192.8,24.96,200.7631781
NGC4157,SPARC,15.68,184,6.4,48.39,179.28,23.53,187.180585
NGC4157,SPARC,17.42,182,7.3,52.05,169.24,22.32,178.4644572
NGC4157,SPARC,19.16,181,6.6,50.54,160.07,21.29,169.2039024
NGC4157,SPARC,20.9,183,6.5,48.06,151.49,20.38,160.232107
NGC4157,SPARC,22.65,185,6.5,52.27,145,19.58,155.3722282
NGC4157,SPARC,24.39,186,9.1,50.33,138.91,18.87,148.9468828
NGC4157,SPARC,26.13,186,11.4,47.42,133.62,18.23,142.9520678
NGC4157,SPARC,27.87,184,13.6,44.83,128.95,17.65,137.6566522
NGC4157,SPARC,29.61,185,13.6,43,124.77,17.12,133.0775988
