galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC3972,SPARC,0.87,39.6,4.9,0,48.19,0,48.19
NGC3972,SPARC,1.74,73,5.2,5.93,61.19,0,61.47667037
NGC3972,SPARC,2.61,89.4,6.6,7.31,74.23,0,74.58906756
NGC3972,SPARC,3.5,102,5.3,13.47,83.56,0,84.63872931
NGC3972,SPARC,4.37,110,4.4,16.7,88.18,0,89.74743673
NGC3972,SPARC,5.24,116,4.4,20.91,99.34,0,101.5168149
NGC3972,SPARC,6.11,123,4.4,24.68,106.44,0,109.2637909
NGC3972,SPARC,6.98,130,3.9,28.34,102.6,0,106.4420763
NGC3972,SPARC,7.85,134,6.1,30.6,97.1,0,101.8075145
NGC3972,SPARC,8.72,134,4.9,30.07,92.41,0,97.17928277
