galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC03546,SPARC,0.63,262,73.6,-0.79,82.82,389.26,397.972989
UGC03546,SPARC,0.79,250,55.5,-0.85,98.9,366.12,379.2427513
UGC03546,SPARC,0.95,241,42.9,-0.88,113.48,343.54,361.7975152
UGC03546,SPARC,1.11,234,31.9,-0.87,126.74,322.48,346.4915266
UGC03546,SPARC,1.27,228,28.8,-0.8,138.83,303.96,334.1638079
UGC03546,SPARC,1.43,225,24.2,-0.68,149.76,286.96,323.6882747
UGC03546,SPARC,1.59,222,12.2,-0.44,159.73,272.22,315.6222446
UGC03546,SPARC,1.9,221,6.34,0.78,176.94,249.03,305.4902828
UGC03546,SPARC,2.06,221,12.2,1.08,185.04,239.17,302.3958612
UGC03546,SPARC,2.22,222,16.9,1.32,192.44,230.43,300.2213865
UGC03546,SPARC,2.38,222,26,1.56,199.32,222.52,298.7407679
UGC03546,SPARC,2.79,221,13.1,2.09,211.11,205.57,294.6707062
UGC03546,SPARC,2.86,221,11.8,2.18,212.46,203.04,293.8864502
UGC03546,SPARC,3.02,220,22.9,2.37,214.79,197.59,291.859845
UGC03546,SPARC,4.17,205,8.45,2.86,211.54,168.15,270.2439152
UGC03546,SPARC,5.56,190,13.3,-1.54,194.36,145.62,242.8600296
UGC03546,SPARC,6.96,190,8.87,-5.89,186.95,130.15,227.7922848
UGC03546,SPARC,8.35,198,3.19,-6.18,182.36,118.83,217.6596851
UGC03546,SPARC,9.73,204,2.56,5.96,181.71,110.08,212.5362371
UGC03546,SPARC,11.14,204,1.09,14.87,174.04,102.88,202.7198384
UGC03546,SPARC,12.51,201,0.57,22.04,166.83,97.08,194.2743856
UGC03546,SPARC,13.88,203,0.75,28.09,161.75,92.17,188.2748509
UGC03546,SPARC,15.35,202,0.89,32.2,157.11,87.64,182.7598471
UGC03546,SPARC,16.72,198,1.58,34.45,151.02,83.97,176.1953569
UGC03546,SPARC,18.08,195,1.5,34.96,144.44,80.75,169.1321309
UGC03546,SPARC,19.45,194,2.16,34.55,137.88,77.86,162.0702826
UGC03546,SPARC,20.92,192,6.21,33.63,131.28,75.07,154.9223038
UGC03546,SPARC,22.92,190,3.14,31.78,123.21,71.72,146.0631059
UGC03546,SPARC,25.02,191,14.6,29.63,116.76,68.65,138.6494032
UGC03546,SPARC,29.23,193,18.6,26.35,106.8,63.51,127.0200087
