galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC0289,SPARC,1.5,164,28.2,3.86,179.05,0,179.0916025
NGC0289,SPARC,2.52,194,32,5.64,226.49,0,226.5602121
NGC0289,SPARC,3.46,175,25.2,6.85,215.85,0,215.958665
NGC0289,SPARC,4.32,185,31.5,7.4,220.68,0,220.8040362
NGC0289,SPARC,5.43,175,27.9,6,221.66,0,221.7411906
NGC0289,SPARC,6.38,167,27.2,4.74,211.57,0,211.6230907
NGC0289,SPARC,7.57,176,7.18,7.37,198.06,0,198.1970749
NGC0289,SPARC,10.6,185,4.29,21.99,170.85,0,172.2593469
NGC0289,SPARC,13.57,183,4.22,32.44,151.82,0,155.2471127
NGC0289,SPARC,16.64,172,4.33,38.81,136.17,0,141.5926728
NGC0289,SPARC,19.71,161,4.24,42.5,127.01,0,133.9320354
NGC0289,SPARC,22.68,156,5.08,49.56,119.49,0,129.3601705
NGC0289,SPARC,25.75,159,6.49,54.94,111.5,0,124.3006581
NGC0289,SPARC,28.72,173,6.97,55.53,105.68,0,119.3810843
NGC0289,SPARC,31.79,177,6.57,60.71,100.59,0,117.4906473
NGC0289,SPARC,34.77,179,4.47,65.78,96.09,0,116.4486861
NGC0289,SPARC,37.84,181,4.26,67.48,92.02,0,114.1106077
NGC0289,SPARC,40.81,182,4.26,68.67,88.49,0,112.0091469
NGC0289,SPARC,43.88,182,4.83,68.27,85.15,0,109.1389729
NGC0289,SPARC,46.85,180,5.5,67.18,82.29,0,106.2299228
NGC0289,SPARC,49.92,177,8.5,65.98,79.64,0,103.420936
NGC0289,SPARC,52.99,175,11,65.09,77.21,0,100.9856039
NGC0289,SPARC,55.96,172,11.6,64.29,75.06,0,98.82918445
NGC0289,SPARC,59.03,168,12.6,62.6,72.97,0,96.14250309
NGC0289,SPARC,62,158,5.38,59.81,71.15,0,92.94922592
NGC0289,SPARC,65.07,158,6.5,57.13,69.42,0,89.90535746
NGC0289,SPARC,68.05,166,15.5,55.14,67.85,0,87.43021274
NGC0289,SPARC,71.12,165,8.75,53.24,66.34,0,85.06170231
