galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC06446,SPARC,0.58,31.3,6.3,0,21.35,0,21.35
UGC06446,SPARC,1.16,54.8,5.8,2.75,29.36,0,29.48850793
UGC06446,SPARC,1.74,61.1,4.1,6.18,30.8,0,31.41388865
UGC06446,SPARC,2.33,63.9,4.1,7.45,31.81,0,32.67076063
UGC06446,SPARC,2.91,67.2,4.1,14.25,31.67,0,34.72825075
UGC06446,SPARC,3.49,70.4,3.6,16.89,31.97,0,36.15733674
UGC06446,SPARC,4.07,73.7,3.6,15.31,32.15,0,35.6092488
UGC06446,SPARC,4.65,78,4.1,18.83,31.31,0,36.53607806
UGC06446,SPARC,5.23,80.8,4.1,23.23,29.91,0,37.87137441
UGC06446,SPARC,5.81,80.5,3.6,26.13,28.44,0,38.62137362
UGC06446,SPARC,6.4,81.3,3.6,28.95,27.55,0,39.96379612
UGC06446,SPARC,6.98,82.1,4.6,31.41,26.52,0,41.10837506
UGC06446,SPARC,7.62,82.8,4.6,34.05,25.42,0,42.49210397
UGC06446,SPARC,8.28,84.9,5.5,34.49,24.36,0,42.22522587
UGC06446,SPARC,8.9,84.3,5.5,32.03,23.44,0,39.69073569
UGC06446,SPARC,9.52,83.2,7,32.29,22.66,0,39.44768308
UGC06446,SPARC,10.22,80.1,10.8,33.08,21.62,0,39.51848681
