galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC5055,SPARC,0.72,125,17.6,2.2,201.48,0,201.4920108
NGC5055,SPARC,1.43,162,8.5,3.72,240.13,0,240.1588127
NGC5055,SPARC,2.16,178,5.22,4.09,263.27,0,263.3017679
NGC5055,SPARC,2.87,193,1.88,5.34,280.74,0,280.7907819
NGC5055,SPARC,3.59,192,3.59,6.03,273.32,0,273.386509
NGC5055,SPARC,4.3,190,0.97,5.11,272.18,0,272.2279642
NGC5055,SPARC,5.03,195,0.99,8.42,273.73,0,273.85947
NGC5055,SPARC,5.75,201,0.45,14.42,276.2,0,276.5761674
NGC5055,SPARC,6.46,204,0.81,19.11,279.72,0,280.3720216
NGC5055,SPARC,7.18,204,0.65,22.51,275.62,0,276.5376728
NGC5055,SPARC,7.91,206,0.66,25.8,271.43,0,272.6534153
NGC5055,SPARC,8.62,206,1.54,28.49,267.09,0,268.6051902
NGC5055,SPARC,11.49,206,1.9,33.07,245.58,0,247.7966128
NGC5055,SPARC,14.3,206,0.42,45.73,225.03,0,229.6295578
NGC5055,SPARC,17.19,203,4.19,47.26,208.52,0,213.8085546
NGC5055,SPARC,20.07,200,1.23,44.56,190.41,0,195.554498
NGC5055,SPARC,22.96,194,4.09,40.45,175.86,0,180.4520493
NGC5055,SPARC,25.85,188,5.2,37.41,164.23,0,168.4369348
NGC5055,SPARC,28.74,184,1.16,38.46,154.38,0,159.0985732
NGC5055,SPARC,31.62,182,2.47,40.22,146.2,0,151.6314229
NGC5055,SPARC,34.51,180,3.85,42.57,139.3,0,145.659517
NGC5055,SPARC,37.4,181,8.43,40.57,133.34,0,139.3753224
NGC5055,SPARC,40.29,180,4.55,41.86,128.12,0,134.7849917
NGC5055,SPARC,43.17,179,0.44,42.92,123.52,0,130.764356
NGC5055,SPARC,45.92,179,1.96,44.68,119.59,0,127.6638966
NGC5055,SPARC,48.81,179,2.99,44.56,115.83,0,124.1055297
NGC5055,SPARC,51.7,174,3.39,43.74,112.43,0,120.6386858
NGC5055,SPARC,54.59,172,4.84,41.74,109.32,0,117.0174773
