galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC1090,SPARC,0.35,20.9,9.81,-0.82,48.76,0,48.76
NGC1090,SPARC,1.07,61.7,8.19,-2.5,98.26,0,98.26
NGC1090,SPARC,1.6,81.3,4.32,-3.73,114.22,0,114.22
NGC1090,SPARC,3.7,124,3.41,-7.4,144.04,0,144.04
NGC1090,SPARC,5.09,156,7.02,-9.39,154.24,0,154.24
NGC1090,SPARC,6.61,166,6.34,-10.89,166.19,0,166.19
NGC1090,SPARC,8.17,165,12.1,-5.79,171.87,0,171.87
NGC1090,SPARC,9.11,174,4.84,9.64,169.05,0,169.3246352
NGC1090,SPARC,10.37,164,5.86,17.85,166.21,0,167.1657459
NGC1090,SPARC,11.28,176,7.35,22.68,167.76,0,169.2861483
NGC1090,SPARC,13.62,174,3.28,31.86,164.88,0,167.9299675
NGC1090,SPARC,15.04,168,2.23,35.59,159.31,0,163.2370185
NGC1090,SPARC,16.37,166,2.23,38.11,153,0,157.6748937
NGC1090,SPARC,17.59,167,4.59,40.13,146.12,0,151.5304303
NGC1090,SPARC,18.8,167,5.3,41.74,140.2,0,146.281467
NGC1090,SPARC,20.13,165,3.48,42.85,134.43,0,141.0941083
NGC1090,SPARC,21.35,165,3.12,43.55,129.7,0,136.8162728
NGC1090,SPARC,22.57,165,2.39,44.16,125.69,0,133.2219265
NGC1090,SPARC,23.89,165,2.23,45.07,121.68,0,129.7587273
NGC1090,SPARC,25.11,163,2.23,46.68,118.15,0,127.0371792
NGC1090,SPARC,26.33,162,2.23,48.39,114.89,0,124.6647673
NGC1090,SPARC,27.65,162,2.23,50.01,111.67,0,122.3568102
NGC1090,SPARC,28.87,162,2.23,51.42,108.99,0,120.5107319
NGC1090,SPARC,30.09,160,2.23,52.53,106.1,0,118.3917687
