galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4559,SPARC,0.67,43.8,10.9,-1.86,59.04,0,59.04
NGC4559,SPARC,1.32,64.2,7.71,-3.8,76.34,0,76.34
NGC4559,SPARC,1.97,73.3,8.62,-4.48,88.63,0,88.63
NGC4559,SPARC,2.62,84.2,8.4,7.23,96.45,0,96.72060484
NGC4559,SPARC,3.28,96.2,5.67,12.91,105.73,0,106.5152618
NGC4559,SPARC,3.93,102,4.79,15.03,114.11,0,115.095582
NGC4559,SPARC,4.58,104,5.67,16.47,116.44,0,117.5990412
NGC4559,SPARC,5.22,106,5.37,19.07,115.33,0,116.8959957
NGC4559,SPARC,5.9,106,5.24,21.96,114.16,0,116.2529449
NGC4559,SPARC,6.54,108,5.22,24.08,111.48,0,114.0510272
NGC4559,SPARC,7.19,111,4.68,26.59,108.69,0,111.8952376
NGC4559,SPARC,7.87,114,4.61,28.42,108.61,0,112.2667738
NGC4559,SPARC,8.51,116,4.47,29.67,108.62,0,112.5993486
NGC4559,SPARC,9.16,117,5.22,30.73,106.75,0,111.0850818
NGC4559,SPARC,9.84,118,5.22,33.62,102.47,0,107.8443568
NGC4559,SPARC,10.48,120,4.5,36.6,98.04,0,104.6489446
NGC4559,SPARC,11.13,121,3.62,38.63,94.48,0,102.0722651
NGC4559,SPARC,11.78,122,3.17,39.4,91.23,0,99.37440767
NGC4559,SPARC,12.43,122,2.74,39.69,88.36,0,96.86478049
NGC4559,SPARC,13.08,122,3.18,40.46,85.84,0,94.89740355
NGC4559,SPARC,13.73,123,3.56,42,83.43,0,93.4053794
NGC4559,SPARC,14.38,124,4.31,43.44,80.87,0,91.79864106
NGC4559,SPARC,15.03,124,4.76,44.21,78.55,0,90.13671061
NGC4559,SPARC,15.68,123,5.23,45.27,76.81,0,89.1580002
NGC4559,SPARC,16.33,123,5.66,46.72,75.17,0,88.50586026
NGC4559,SPARC,16.98,123,5.62,48.07,73.49,0,87.81517523
NGC4559,SPARC,17.72,121,5.67,49.41,71.61,0,87.00195515
NGC4559,SPARC,18.28,122,6.32,50.57,70.3,0,86.59916224
NGC4559,SPARC,19.02,122,6.35,51.53,68.7,0,85.87800009
NGC4559,SPARC,19.67,121,5.86,52.02,67.38,0,85.12429031
NGC4559,SPARC,20.32,120,5.94,52.11,66.16,0,84.21756171
NGC4559,SPARC,20.97,119,6.13,51.82,65.01,0,83.13610828
