galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC03580,SPARC,0.11,56.2,28.5,-1.03,10.27,44.15,45.32874805
UGC03580,SPARC,0.23,64.6,22.7,-1.23,20.21,75.69,78.34168877
UGC03580,SPARC,0.34,70.2,17.2,-1.32,28.3,90.09,94.43038759
UGC03580,SPARC,0.46,71.6,11.7,-1.38,36.17,97.29,103.7960163
UGC03580,SPARC,0.57,71,11.3,-1.41,42.64,98.4,107.2414547
UGC03580,SPARC,0.69,69,9.37,-1.36,48.95,99.3,110.709496
UGC03580,SPARC,0.8,67.7,6.23,-1.23,54.16,100.36,114.0413749
UGC03580,SPARC,0.92,66.9,4,-0.91,59.24,100.84,116.9533377
UGC03580,SPARC,1.03,66.6,3.1,0.49,63.4,101.52,119.6917311
UGC03580,SPARC,1.14,66.8,3.02,1.27,67.15,100.91,121.2170099
UGC03580,SPARC,1.26,67.4,3.09,1.89,70.78,99.65,122.2436215
UGC03580,SPARC,1.37,68.3,2.71,2.47,73.73,97.83,122.5272325
UGC03580,SPARC,1.49,69.6,2.75,2.98,76.63,95.14,122.1992508
UGC03580,SPARC,1.61,71.2,2.61,3.52,79.45,92.26,121.8055848
UGC03580,SPARC,1.71,72.9,4.09,4.06,81.6,89.85,121.441616
UGC03580,SPARC,1.83,74.9,6.17,4.62,83.69,87.09,120.8719513
UGC03580,SPARC,1.94,77,7.74,5.19,85.04,84.69,120.1296541
UGC03580,SPARC,2.06,79.2,5.36,5.77,86.25,82.25,119.3206516
UGC03580,SPARC,2.18,81.4,6.34,6.34,87.49,79.96,118.6941334
UGC03580,SPARC,2.29,83.6,2.03,6.95,88.91,78.04,118.50541
UGC03580,SPARC,2.4,85.7,1.94,7.56,90.4,76.26,118.511186
UGC03580,SPARC,2.52,87.8,1.7,8.2,91.9,74.41,118.5314224
UGC03580,SPARC,2.63,89.7,2.16,8.89,92.95,72.86,118.436963
UGC03580,SPARC,2.75,91.4,1.88,9.58,93.65,71.23,118.0500394
UGC03580,SPARC,2.86,92.8,3.36,10.31,93.97,69.85,117.5401187
UGC03580,SPARC,2.98,94.1,1.4,11.11,94.1,68.43,116.8798828
UGC03580,SPARC,3.09,95.2,5.51,11.94,93.98,67.21,116.1550175
UGC03580,SPARC,3.2,96.1,6.23,12.77,93.74,66.06,115.3871054
UGC03580,SPARC,4.52,97.4,2.3,19.31,88.08,55.57,105.9197215
UGC03580,SPARC,4.69,96.9,11.7,19.73,87.36,54.55,104.8653661
UGC03580,SPARC,6.03,96.8,2.3,22.95,81.5,48.11,97.38338975
UGC03580,SPARC,7.53,105,1.02,26.37,76.78,43.05,91.8904119
UGC03580,SPARC,8.58,110,7.12,28.87,73,40.33,88.25523101
UGC03580,SPARC,8.7,110,5.26,29.07,72.69,40.05,87.9369291
UGC03580,SPARC,8.82,110,5.16,29.38,72.31,39.78,87.60347539
UGC03580,SPARC,9.03,111,0.82,29.9,71.64,39.31,87.01480161
UGC03580,SPARC,9.05,111,7.81,29.9,71.58,39.27,86.94733636
UGC03580,SPARC,10.53,112,1.43,33.33,67.3,36.41,83.46176969
UGC03580,SPARC,12.07,112,1.21,36.03,63.57,34,80.59346003
UGC03580,SPARC,13.58,114,1.35,37.9,59.74,32.06,77.67316911
UGC03580,SPARC,15.09,118,1.36,39.04,56.25,30.41,74.91963828
UGC03580,SPARC,16.6,122,1.44,39.66,53.26,29,72.46063207
UGC03580,SPARC,18.11,125,1.64,40.08,50.67,27.76,70.31694604
UGC03580,SPARC,19.62,128,1.97,40.18,48.42,26.67,68.33899107
UGC03580,SPARC,21.02,131,1.81,39.87,46.57,25.77,66.50168945
UGC03580,SPARC,24.04,127,1.93,37.17,43.23,24.09,61.89321368
UGC03580,SPARC,27.06,124,1.92,34.89,40.56,22.71,58.12202509
