galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC01230,SPARC,0.78,19.8,10.7,2.9,21.08,0,21.27854318
UGC01230,SPARC,2.35,55.4,10.7,8.06,40.8,0,41.58850322
UGC01230,SPARC,3.91,88.5,10.7,12.62,45.89,0,47.59366029
UGC01230,SPARC,5.48,105,10.7,16.73,51.07,0,53.74046706
UGC01230,SPARC,7.03,106,10.7,20.63,52.93,0,56.80828989
UGC01230,SPARC,8.6,103,10.7,24.32,52.95,0,58.26804356
UGC01230,SPARC,13.27,109,15.8,34.07,49.67,0,60.23183378
UGC01230,SPARC,14.85,113,14.7,36.74,48.73,0,61.0281943
UGC01230,SPARC,25.8,105,10.4,46.59,38.25,0,60.28010119
UGC01230,SPARC,32.01,103,10,43.71,33.76,0,55.22953648
UGC01230,SPARC,36.54,103,10,39.61,31.2,0,50.42213899
