galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2976,SPARC,0.11,6.8,3.62,1.06,11.98,0,12.0268034
NGC2976,SPARC,0.17,9.5,4.31,1.76,15.44,0,15.53998713
NGC2976,SPARC,0.24,14,3.11,2.47,19.52,0,19.67565247
NGC2976,SPARC,0.31,19.8,5.5,2.93,23.11,0,23.29499946
NGC2976,SPARC,0.38,26.1,3.9,3.29,26.27,0,26.47521482
NGC2976,SPARC,0.45,28.7,3.5,3.99,29.18,0,29.45152797
NGC2976,SPARC,0.52,28.7,2.7,4.46,32.19,0,32.49750298
NGC2976,SPARC,0.59,31.7,2.5,4.93,35.22,0,35.5633702
NGC2976,SPARC,0.66,35.5,2.3,5.88,38.01,0,38.46211773
NGC2976,SPARC,0.73,39.4,2.1,6.93,40.66,0,41.24633923
NGC2976,SPARC,0.8,42.9,2.3,7.52,43.36,0,44.00727213
NGC2976,SPARC,0.87,46,2.6,8.45,45.92,0,46.69099378
NGC2976,SPARC,0.94,49.1,3.1,9.28,48.76,0,49.63522942
NGC2976,SPARC,1.01,49.2,3.2,10.11,52.24,0,53.20930088
NGC2976,SPARC,1.08,51.4,3.2,11.31,55.81,0,56.94446593
NGC2976,SPARC,1.14,57.2,3.1,13.04,58.54,0,59.97477136
NGC2976,SPARC,1.21,63.8,2.9,15.48,61.95,0,63.85477977
NGC2976,SPARC,1.29,67.8,2.8,17.62,66.07,0,68.37915837
NGC2976,SPARC,1.35,69.8,3.3,19.66,68.88,0,71.63078947
NGC2976,SPARC,1.42,71.7,3.9,21.7,71.85,0,75.05539621
NGC2976,SPARC,1.49,74.1,4.4,23.73,74.58,0,78.26422746
NGC2976,SPARC,1.56,76.7,4.8,25.98,76.94,0,81.20790602
NGC2976,SPARC,1.63,79.9,4.4,27.71,78.73,0,83.46410606
NGC2976,SPARC,1.74,83.6,3.35,30.15,80.17,0,85.65192
NGC2976,SPARC,1.93,83.9,3.95,29.44,78.52,0,83.85764127
NGC2976,SPARC,2.1,88.7,4.44,29.75,75.56,0,81.20576396
NGC2976,SPARC,2.27,85.3,5.36,29.85,73.66,0,79.47841279
