galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC3769,SPARC,1.74,87.5,9.4,11.85,126.23,0,126.7849967
NGC3769,SPARC,3.5,106,7.1,22.09,136.2,0,137.979738
NGC3769,SPARC,5.24,116,5.3,28.99,123.81,0,127.1587048
NGC3769,SPARC,6.98,125,5.7,34.81,109.91,0,115.2906943
NGC3769,SPARC,8.72,126,4.4,36.96,98.62,0,105.318308
NGC3769,SPARC,10.47,123,4.4,36.75,89.83,0,97.05664016
NGC3769,SPARC,12.31,118,4.6,34.7,83.14,0,90.09078532
NGC3769,SPARC,14.52,115,6.4,34.16,76.18,0,83.48831056
NGC3769,SPARC,17.07,122,15.2,34.92,70.2,0,78.40565286
NGC3769,SPARC,31.82,121,10.2,33.73,50.64,0,60.84506964
NGC3769,SPARC,34.61,118,10.4,32.54,48.51,0,58.4129412
NGC3769,SPARC,37.16,113,10.5,31.57,46.75,0,56.4112347
