galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2683,SPARC,2.89,189,10,7.68,203.92,89.57,222.856756
NGC2683,SPARC,5.77,212,5,21.36,229.24,63.44,238.8134435
NGC2683,SPARC,8.66,206,5,17.89,197.87,51.78,205.3138023
NGC2683,SPARC,11.54,200,5,24.41,185,44.86,191.9199513
NGC2683,SPARC,14.43,172,12,25.8,159.52,40.12,166.4989033
NGC2683,SPARC,17.31,190,10,25.8,143.29,36.63,150.1313458
NGC2683,SPARC,20.2,169,10,23.72,130.86,33.91,137.247463
NGC2683,SPARC,23.08,150,10,20.53,121.26,31.72,127.0103417
NGC2683,SPARC,28.85,160,10,17.48,107.36,28.37,112.41253
NGC2683,SPARC,31.74,155,10,16.5,102.03,27.05,106.8366669
NGC2683,SPARC,34.62,151,12,15.67,97.49,25.9,102.0816291
