galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05005,SPARC,0.78,14.5,8.1,3.09,15.78,0,16.07969216
UGC05005,SPARC,2.34,32.6,26.8,8.01,29.57,0,30.63568181
UGC05005,SPARC,3.91,48.6,11.3,11.69,39.92,0,41.59642413
UGC05005,SPARC,5.47,58.1,6.1,14.84,44.43,0,46.84282763
UGC05005,SPARC,7.04,65.9,8.71,17.28,44.27,0,47.52295551
UGC05005,SPARC,8.6,72.5,12.2,20.43,44.23,0,48.72040435
UGC05005,SPARC,10.17,78.6,28.4,23.88,42.94,0,49.13347128
UGC05005,SPARC,17.97,97.1,10,35.26,33.89,0,48.90602928
UGC05005,SPARC,21.07,99.4,10,36.58,30.93,0,47.90366687
UGC05005,SPARC,22.72,100,10,37.09,29.59,0,47.44719381
UGC05005,SPARC,28.61,99.1,10,39.02,25.82,0,46.78923808
