galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC02916,SPARC,0.37,183,47.6,-2.62,11.2,123.59,124.0964468
UGC02916,SPARC,0.74,196,40.7,-3.79,21.14,191.42,192.5837896
UGC02916,SPARC,1.11,205,14.1,-4.87,30.05,218.87,220.9232432
UGC02916,SPARC,1.48,211,7.89,-5.72,38.06,240.05,243.0484851
UGC02916,SPARC,1.84,214,1.48,-6.31,45.23,258.74,262.66355
UGC02916,SPARC,2.21,214,1.5,-6.65,51.92,273.65,278.5318813
UGC02916,SPARC,2.6,213,2.64,-6.69,58.41,280.2,286.2232836
UGC02916,SPARC,2.96,211,4.5,-6.41,63.99,275.3,282.6390102
UGC02916,SPARC,3.17,210,8.68,-6.08,66.97,274.94,282.9787704
UGC02916,SPARC,3.33,209,3,-5.72,69.15,273.2,281.815476
UGC02916,SPARC,3.7,207,1.6,-4.34,74.09,268.56,278.5925371
UGC02916,SPARC,4.07,206,1.73,0.84,78.64,262.81,274.3247187
UGC02916,SPARC,4.44,205,3.45,5.14,83.02,255.92,269.0980981
UGC02916,SPARC,4.81,205,2.77,7.67,87.31,248.41,263.4186651
UGC02916,SPARC,5.18,206,7.48,9.9,90.63,241.01,257.67737
UGC02916,SPARC,5.55,207,5.02,12.08,91.17,233.88,251.3120564
UGC02916,SPARC,5.92,208,7.7,14.21,91.98,227.13,245.4593274
UGC02916,SPARC,6.28,210,1.95,16.44,93.75,220.9,240.5330458
UGC02916,SPARC,6.34,210,4.78,16.75,94.14,219.93,239.8168197
UGC02916,SPARC,6.65,212,1.96,18.67,96.53,214.9,236.3231258
UGC02916,SPARC,7.03,214,0.76,20.8,99.17,209.22,232.4657766
UGC02916,SPARC,7.39,215,2.22,22.73,101.39,204.19,229.1072699
UGC02916,SPARC,7.77,216,1.76,24.56,103.08,199.24,225.6662527
UGC02916,SPARC,8.14,217,1.53,26.28,105.18,194.76,222.9011629
UGC02916,SPARC,8.51,218,7.7,27.91,106.86,190.42,220.1313338
UGC02916,SPARC,8.88,218,6.86,29.33,108.2,186.31,217.4371288
UGC02916,SPARC,9.25,218,8.37,30.55,109.65,182.7,215.2573228
UGC02916,SPARC,9.52,218,3.93,31.16,110.49,180.08,213.5598092
UGC02916,SPARC,9.62,218,4.05,31.36,110.78,179.14,212.9478753
UGC02916,SPARC,9.99,217,20.2,32.17,111.77,175.79,210.7832202
UGC02916,SPARC,10.4,217,4.2,33.08,112.69,172.23,208.4622158
UGC02916,SPARC,10.71,216,3.16,34,113.45,169.76,206.9912078
UGC02916,SPARC,11.12,215,6.72,35.01,114.16,166.6,204.9725974
UGC02916,SPARC,12.67,212,1.82,39.99,115.88,156.1,198.4806905
UGC02916,SPARC,12.98,211,16.6,41,116.15,154.24,197.3874365
UGC02916,SPARC,15.86,209,8.38,52.47,115.82,139.51,188.7602008
UGC02916,SPARC,19.05,215,13.2,66.17,112.66,127.33,182.4381358
UGC02916,SPARC,22.14,215,13.9,76.32,108.18,118.11,177.4193532
UGC02916,SPARC,25.34,210,10.6,79.67,102.95,110.4,170.6873499
UGC02916,SPARC,28.53,196,12.8,78.35,97.69,104.04,162.8078014
UGC02916,SPARC,31.72,185,11.5,74.49,92.71,98.67,154.5304925
UGC02916,SPARC,34.91,182,10.8,72.76,88.3,94.06,148.1154658
UGC02916,SPARC,38,181,10.3,70.63,85.07,90.15,142.6622736
