galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC0024,SPARC,0.21,17.4,6.51,1.51,18.55,0,18.61135675
NGC0024,SPARC,0.32,31,8.86,2.27,25.65,0,25.75025048
NGC0024,SPARC,0.43,36.1,8.16,3.03,29.58,0,29.73478266
NGC0024,SPARC,0.54,46,8.52,3.84,33.96,0,34.17641292
NGC0024,SPARC,0.64,58,6.9,4.53,36.83,0,37.10754371
NGC0024,SPARC,0.74,63.4,9.55,5.28,39.62,0,39.97027395
NGC0024,SPARC,0.85,71.9,8.52,6.04,43.11,0,43.53106592
NGC0024,SPARC,0.96,76.4,6.82,6.8,46.75,0,47.24195699
NGC0024,SPARC,1.07,78.1,6.65,7.62,50.04,0,50.6168549
NGC0024,SPARC,1.17,80.5,6.14,8.31,52.76,0,53.41042688
NGC0024,SPARC,1.28,82.8,5.8,9.07,55.72,0,56.4533728
NGC0024,SPARC,1.38,85.6,6.48,9.82,58.31,0,59.13111279
NGC0024,SPARC,1.48,88,7.5,10.57,61.08,0,61.98783187
NGC0024,SPARC,1.59,92,8.52,11.19,63.47,0,64.44887121
NGC0024,SPARC,1.7,92.4,8.52,11.92,65.59,0,66.66434204
NGC0024,SPARC,1.8,95.1,9.2,12.54,66.83,0,67.99632711
NGC0024,SPARC,1.91,96.5,8.52,13.26,68.03,0,69.31023373
NGC0024,SPARC,2.02,101,8.86,13.88,68.59,0,69.9803008
NGC0024,SPARC,2.13,99.9,9.55,14.61,69,0,70.52979583
NGC0024,SPARC,2.23,103,8.18,15.23,69.17,0,70.82684378
NGC0024,SPARC,2.34,104,8.52,15.96,69.56,0,71.36746598
NGC0024,SPARC,2.44,107,9.2,16.58,69.75,0,71.69350668
NGC0024,SPARC,2.54,107,9.55,17.3,69.69,0,71.80519549
NGC0024,SPARC,2.65,106,11.2,17.92,69.65,0,71.91834884
NGC0024,SPARC,2.76,107,11.2,18.55,69.52,0,71.952296
NGC0024,SPARC,7.07,104,3.11,26.32,52.21,0,58.46902171
NGC0024,SPARC,8.49,106,2.55,24.76,47.19,0,53.29121597
NGC0024,SPARC,9.91,109,4.95,22.59,43.11,0,48.67011609
NGC0024,SPARC,11.27,110,2.83,20.52,40.05,0,45.00080999
