galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05829,SPARC,0.63,14.8,5.06,-2.24,7.48,0,7.48
UGC05829,SPARC,1.26,27.2,5.06,-3.7,13.07,0,13.07
UGC05829,SPARC,1.88,34.1,5.06,3.88,16.73,0,17.17402981
UGC05829,SPARC,2.52,38.8,5.06,-2.84,19.07,0,19.07
UGC05829,SPARC,3.14,42.8,5.06,11.17,20.36,0,23.2228013
UGC05829,SPARC,3.77,47.9,5.06,17.24,21.25,0,27.36384659
UGC05829,SPARC,4.4,51.9,5.06,20.77,21.39,0,29.8148453
UGC05829,SPARC,5.03,57.6,5.06,26.16,21.32,0,33.74741472
UGC05829,SPARC,5.65,60.7,5.06,31.16,20.9,0,37.5200693
UGC05829,SPARC,6.29,65.6,5.06,33.7,20.41,0,39.39870683
UGC05829,SPARC,6.91,68.6,5.06,34.59,20.24,0,40.0764981
