galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC3109,SPARC,0.26,6.1,1.6,1,2.78,0,2.954386569
NGC3109,SPARC,0.52,11.2,0.7,2.12,4.73,0,5.183367631
NGC3109,SPARC,0.77,14.9,1.5,4.53,7,0,8.337919405
NGC3109,SPARC,1.03,19.1,2.2,6.54,8.59,0,10.79628177
NGC3109,SPARC,1.29,24.3,0.9,8.22,10.63,0,13.43745884
NGC3109,SPARC,1.55,29.8,1.9,10.06,11.72,0,15.44545241
NGC3109,SPARC,1.81,34.3,1.6,11.73,12.56,0,17.18564808
NGC3109,SPARC,2.06,38.2,3.5,12.92,13.39,0,18.60694763
NGC3109,SPARC,2.32,42.5,5.6,13.76,13.69,0,19.41014426
NGC3109,SPARC,2.58,42.3,3,14.44,13.73,0,19.92552383
NGC3109,SPARC,2.84,47.3,4.4,15.04,13.74,0,20.37128371
NGC3109,SPARC,3.1,49.3,4,15.37,14.32,0,21.00712498
NGC3109,SPARC,3.35,50.6,3.5,15.75,15.08,0,21.80524937
NGC3109,SPARC,3.61,53,3.5,16.29,15.34,0,22.37587317
NGC3109,SPARC,3.87,54.7,3.3,16.37,14.77,0,22.04835141
NGC3109,SPARC,4.13,55.2,3.1,16.42,14.16,0,21.68229693
NGC3109,SPARC,4.38,57.5,2.6,16.88,13.87,0,21.84745523
NGC3109,SPARC,4.64,59.1,2.4,17.22,13.96,0,22.1677694
NGC3109,SPARC,4.9,61.2,1.9,17.66,14.01,0,22.54230911
NGC3109,SPARC,5.16,62.7,1.9,18.09,14.01,0,22.88073862
NGC3109,SPARC,5.42,64.4,2.9,18.73,13.96,0,23.36010488
NGC3109,SPARC,5.67,66.6,3.2,19.3,13.99,0,23.83715797
NGC3109,SPARC,5.93,66.3,3.4,19.36,13.93,0,23.85067085
NGC3109,SPARC,6.19,66.2,3.2,19.43,13.15,0,23.46161546
NGC3109,SPARC,6.45,67.3,3,19.41,12.62,0,23.15194376
