galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
F563-1,SPARC,1.07,22.1,7.17,1.98,18.3,0,18.40680309
F563-1,SPARC,1.78,42.7,10.66,4.03,24.51,0,24.83910224
F563-1,SPARC,2.49,60.6,7.69,6.25,27.45,0,28.15253097
F563-1,SPARC,2.97,76.8,11.1,7.78,28.28,0,29.33064609
F563-1,SPARC,3.04,81.6,17.5,8.01,28.2,0,29.3155266
F563-1,SPARC,3.19,87,8.93,8.49,28.16,0,29.41199925
F563-1,SPARC,6.95,90,24.8,17.83,29.57,0,34.52960759
F563-1,SPARC,8.58,97.8,9.4,22.83,29.09,0,36.97887235
F563-1,SPARC,9.26,93.7,25.3,24.91,28.73,0,38.02526791
F563-1,SPARC,9.89,103,23.8,26.69,28.7,0,39.19242401
F563-1,SPARC,10.08,97.4,11,27.31,28.73,0,39.63898334
F563-1,SPARC,11.84,106.5,9.48,30.86,27.77,0,41.51520806
F563-1,SPARC,14.56,112,11,30.44,25.73,0,39.8575777
F563-1,SPARC,15.43,111.5,9.4,30.7,25.11,0,39.6610905
F563-1,SPARC,17.93,111,24.3,33.36,23.48,0,40.79460749
F563-1,SPARC,19.02,112.5,7.75,34.35,22.95,0,41.31131806
F563-1,SPARC,20.1,106,10.7,35.34,22.07,0,41.66533931
