galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC06983,SPARC,1.74,56.9,6.6,0,57.53,0,57.53
UGC06983,SPARC,2.61,87.4,4.8,0,63.17,0,63.17
UGC06983,SPARC,3.5,92.1,5.7,0,61.1,0,61.1
UGC06983,SPARC,4.37,93.5,5.2,8.69,59.01,0,59.64642655
UGC06983,SPARC,5.24,98.2,4.4,16.6,57.64,0,59.98274419
UGC06983,SPARC,6.11,99.7,4.4,18.86,56.44,0,59.50775748
UGC06983,SPARC,6.98,102,3.5,23.82,56.03,0,60.88311178
UGC06983,SPARC,7.85,107,4.4,29.74,55.57,0,63.02771216
UGC06983,SPARC,8.72,108,4.4,30.17,54.32,0,62.13607084
UGC06983,SPARC,9.6,110,4.4,31.9,52.55,0,61.47448658
UGC06983,SPARC,10.47,113,4.4,35.89,51.23,0,62.55081934
UGC06983,SPARC,11.35,110,5.2,38.26,49.57,0,62.61798863
UGC06983,SPARC,12.19,108,5.7,39.33,47.76,0,61.86975432
UGC06983,SPARC,13.12,109,8.6,40.63,45.68,0,61.13476343
UGC06983,SPARC,13.94,108,9.8,40.95,43.38,0,59.655066
UGC06983,SPARC,14.86,108,9.8,40.63,41.42,0,58.02080058
UGC06983,SPARC,15.68,109,12.3,40.09,39.99,0,56.62515519
