galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC5585,SPARC,0.09,11.2,2.02,0.32,12.72,0,12.72402452
NGC5585,SPARC,0.26,26.5,1.03,0.96,26.94,0,26.95709925
NGC5585,SPARC,0.43,33.7,1.03,1.6,35.34,0,35.37620104
NGC5585,SPARC,0.6,32.7,1.12,2.25,40.03,0,40.09318396
NGC5585,SPARC,0.77,33.7,1.03,2.89,43.26,0,43.35642628
NGC5585,SPARC,0.94,35.7,2.24,3.55,45.85,0,45.98722649
NGC5585,SPARC,1.11,37.8,3.35,4.2,48.05,0,48.23320951
NGC5585,SPARC,1.28,41.8,3.35,4.86,48.94,0,49.1807198
NGC5585,SPARC,1.46,43.9,2.14,5.23,50.17,0,50.44186555
NGC5585,SPARC,1.63,44.9,1.25,5.36,51.3,0,51.57925552
NGC5585,SPARC,2.05,53.2,1.6,5.65,53.95,0,54.24504586
NGC5585,SPARC,2.74,64.3,0.9,9.45,56.61,0,57.39333237
NGC5585,SPARC,3.42,73.1,2.4,11.66,56.83,0,58.01383025
NGC5585,SPARC,4.11,76.2,4.4,15.23,58.16,0,60.12103209
NGC5585,SPARC,4.79,78.4,3.8,19.76,56.9,0,60.23344254
NGC5585,SPARC,5.48,83.1,3.1,23.04,53.88,0,58.59945392
NGC5585,SPARC,6.16,88,3,26.02,50.76,0,57.04049439
NGC5585,SPARC,6.85,89.9,2.4,27.47,47.3,0,54.69818004
NGC5585,SPARC,7.53,90.6,2.8,29.11,43.89,0,52.66615801
NGC5585,SPARC,8.21,91.6,2.6,31.03,41.41,0,51.74600468
NGC5585,SPARC,8.9,92.3,1.4,32.1,39.37,0,50.79770566
NGC5585,SPARC,9.57,90.9,1,32.38,37.7,0,49.69662363
NGC5585,SPARC,10.31,89.6,2.7,32.77,36.11,0,48.76274192
NGC5585,SPARC,10.96,89.4,2.7,32.48,34.88,0,47.66093579
