galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC5005,SPARC,0.49,211,40.1,64.37,73.17,233.76,253.2608999
NGC5005,SPARC,0.98,233,17.4,75.6,130.38,272.92,311.7685533
NGC5005,SPARC,1.47,227,14.4,68.11,176.13,246.78,310.7428477
NGC5005,SPARC,1.97,234,10.8,61.94,213.49,213.16,307.9800794
NGC5005,SPARC,2.46,245,7.67,60.52,244.17,190.74,315.695117
NGC5005,SPARC,2.95,244,23.3,69.43,261.9,174.18,322.1037213
NGC5005,SPARC,3.44,261,23.3,75.4,273.58,161.3,326.4182385
NGC5005,SPARC,3.93,259,22.7,73.37,276.37,150.91,323.3223808
NGC5005,SPARC,4.42,258,22.7,68.82,276.54,142.3,318.5276346
NGC5005,SPARC,4.92,258,22.5,65.78,278.71,134.88,316.5420776
NGC5005,SPARC,5.74,261,22.4,61.84,282.13,124.87,314.6649637
NGC5005,SPARC,6.56,263,22.4,59.41,284.24,116.81,312.9960092
NGC5005,SPARC,7.37,264,22.3,58.09,281.24,110.2,307.5945801
NGC5005,SPARC,8.19,265,22.2,58.09,279.02,104.54,303.5707827
NGC5005,SPARC,9.01,265,22.2,58.19,277.3,99.67,300.3589103
NGC5005,SPARC,9.83,264,22,57.28,272.35,95.42,294.2116539
NGC5005,SPARC,10.65,264,21.9,55.06,264.11,91.67,284.9369836
NGC5005,SPARC,11.47,265,22,51.82,254.75,88.34,274.5666231
