galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05764,SPARC,0.36,21.45,1.99,2.75,5.37,0,6.033191527
UGC05764,SPARC,0.73,31.3,1.58,6.05,10.22,0,11.87648517
UGC05764,SPARC,1.09,41.7,1.16,9.4,11.44,0,14.8065391
UGC05764,SPARC,1.45,48.35,0.44,12.81,11.24,0,17.04211548
UGC05764,SPARC,1.81,50.6,0.37,16.05,11.43,0,19.70399452
UGC05764,SPARC,2.17,54.05,0.59,18.46,11.43,0,21.71212795
UGC05764,SPARC,2.54,55.8,0.76,20.04,11.39,0,23.05067678
UGC05764,SPARC,2.9,54.55,0.71,20.71,11.38,0,23.63066863
UGC05764,SPARC,3.26,50,2.65,20.29,11.12,0,23.13738317
UGC05764,SPARC,3.62,49.9,2.77,19.63,11.17,0,22.58552191
