galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
CamB,SPARC,0.16,1.99,1.5,1.86,3.75,0,4.185940754
CamB,SPARC,0.41,4.84,1.5,4.24,9.47,0,10.37586141
CamB,SPARC,0.57,6.79,1.5,5.61,11.76,0,13.02957022
CamB,SPARC,0.73,8.87,1.5,6.77,13.72,0,15.29938888
CamB,SPARC,0.9,10.9,1.5,7.77,14.8,0,16.71564836
CamB,SPARC,1.06,12.9,1.5,8.44,15.24,0,17.42099882
CamB,SPARC,1.22,14.7,1.5,8.64,15.11,0,17.40579501
CamB,SPARC,1.47,16.8,1.5,8.08,15.9,0,17.83525722
CamB,SPARC,1.79,20.1,1.5,6.91,14.91,0,16.43338675
