galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC1705,SPARC,0.22,50.2,7.5,5.62,33.24,0,33.71174869
NGC1705,SPARC,0.66,62.2,7.51,13.36,44.88,0,46.82631739
NGC1705,SPARC,1.11,72.4,5.35,17.38,43.65,0,46.98283623
NGC1705,SPARC,1.55,73.2,3.31,17.38,39.37,0,43.03558179
NGC1705,SPARC,2,72.9,3.21,17.17,35.3,0,39.25428512
NGC1705,SPARC,2.45,72.6,2.73,16.22,31.81,0,35.70664504
NGC1705,SPARC,2.89,71.5,3.41,15.26,28.94,0,32.71683359
NGC1705,SPARC,3.34,71.1,4.38,14.31,26.66,0,30.25775438
NGC1705,SPARC,3.78,71.4,4.6,13.46,24.88,0,28.2875591
NGC1705,SPARC,4.22,71.5,5.68,13.36,23.42,0,26.96267791
NGC1705,SPARC,4.66,71.5,6.2,13.36,22.2,0,25.91002895
NGC1705,SPARC,5.11,71.3,6.43,13.46,21.14,0,25.06134873
NGC1705,SPARC,5.56,71.8,9.68,13.46,20.22,0,24.29032729
NGC1705,SPARC,6,71.5,10.5,14.31,19.44,0,24.13896642
