galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC3198,SPARC,0.32,24.4,35.9,0,63.28,0,63.28
NGC3198,SPARC,0.64,43.3,16.3,0,73.66,0,73.66
NGC3198,SPARC,0.96,45.5,16.1,0,78.98,0,78.98
NGC3198,SPARC,1.28,58.5,15.4,0.35,82.7,0,82.70074063
NGC3198,SPARC,1.61,68.8,7.61,0.15,84.22,0,84.22013358
NGC3198,SPARC,1.93,76.9,10.3,-0.05,83.17,0,83.17
NGC3198,SPARC,2.24,82,8.09,-0.47,87.04,0,87.04
NGC3198,SPARC,2.57,86.9,7.6,-0.95,88.91,0,88.91
NGC3198,SPARC,2.89,97.6,3.03,-1.43,88.98,0,88.98
NGC3198,SPARC,3.21,100,5.31,-1.14,93.81,0,93.81
NGC3198,SPARC,3.54,107,7.51,-0.39,101.22,0,101.22
NGC3198,SPARC,3.85,113,7.32,0.36,108.53,0,108.5305971
NGC3198,SPARC,4.17,117,5.21,1.52,115.51,0,115.5200004
NGC3198,SPARC,4.5,119,5.67,3.07,120.51,0,120.5490979
NGC3198,SPARC,4.82,127,5.39,4.63,125.42,0,125.5054314
NGC3198,SPARC,5.15,132,4.34,6.02,129.4,0,129.5399568
NGC3198,SPARC,5.46,134,2.36,7.16,133.15,0,133.3423717
NGC3198,SPARC,5.78,137,0.89,8.31,136.45,0,136.7028112
NGC3198,SPARC,6.1,140,2.84,9.46,139.41,0,139.7305969
NGC3198,SPARC,6.43,142,0.88,10.61,141.85,0,142.2462463
NGC3198,SPARC,6.74,144,1.23,11.77,142.32,0,142.8058658
NGC3198,SPARC,7.06,146,1.57,12.87,140.94,0,141.5263951
NGC3198,SPARC,8.04,147,3,16.39,135.68,0,136.666362
NGC3198,SPARC,9.04,148,3,20.03,130.79,0,132.3148707
NGC3198,SPARC,10.04,152,2,23.68,128.1,0,130.2703051
NGC3198,SPARC,11.04,155,2,27.08,126.67,0,129.5322944
NGC3198,SPARC,12.05,156,2,30.11,124.98,0,128.5558731
NGC3198,SPARC,14.05,157,2,34.48,118.12,0,123.049603
NGC3198,SPARC,16.07,153,2,36.43,108.22,0,114.1871854
NGC3198,SPARC,18.13,153,2,37.76,101.1,0,107.9213955
NGC3198,SPARC,20.05,154,2,39.83,96.4,0,104.3043091
NGC3198,SPARC,22.12,153,2,40.92,91.56,0,100.2879853
NGC3198,SPARC,24.03,150,2,41.77,87.03,0,96.53472847
NGC3198,SPARC,26.1,149,2,43.71,82.67,0,93.51413262
NGC3198,SPARC,28.16,148,2,45.41,79.06,0,91.17319617
NGC3198,SPARC,30.08,146,2,45.29,76.07,0,88.53151416
NGC3198,SPARC,32.14,147,2,44.56,73.27,0,85.75597064
NGC3198,SPARC,34.06,148,2,44.81,70.91,0,83.88184667
NGC3198,SPARC,36.12,148,2,45.9,68.62,0,82.55612879
NGC3198,SPARC,38.19,149,2,46.75,66.59,0,81.3620956
NGC3198,SPARC,40.1,150,2,47.48,64.84,0,80.36526613
NGC3198,SPARC,42.17,150,3,48.93,63.1,0,79.84832434
NGC3198,SPARC,44.08,149,3,47.84,61.63,0,78.01873173
