galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
ESO444-G084,SPARC,0.26,18.3,1.8,4.59,8.31,0,9.493376638
ESO444-G084,SPARC,0.77,35.3,3,11.55,14.79,0,18.76556954
ESO444-G084,SPARC,1.29,47.8,4.63,16.45,14.54,0,21.95481952
ESO444-G084,SPARC,1.81,52.8,1.26,19.03,13.66,0,23.4251254
ESO444-G084,SPARC,2.32,58,3.11,20.09,12.28,0,23.54583827
ESO444-G084,SPARC,3.39,63.1,1.35,17.39,9.97,0,20.04527376
ESO444-G084,SPARC,4.44,62.7,7.36,14.45,8.53,0,16.77985101
