galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2998,SPARC,0.33,90,20,0,44.56,0,44.56
NGC2998,SPARC,0.99,125,15,0.66,93.23,0,93.23233613
NGC2998,SPARC,1.98,148,15,2.66,132.13,0,132.1567724
NGC2998,SPARC,2.64,180,17,4.03,154.64,0,154.6925031
NGC2998,SPARC,3.63,201,15,6.22,196.69,0,196.7883241
NGC2998,SPARC,7.59,206,10,16.84,221.58,0,222.2189956
NGC2998,SPARC,12.5,214,5,32.06,213.19,0,215.5871511
NGC2998,SPARC,17.48,212,5,44.76,198.92,0,203.8936586
NGC2998,SPARC,22.46,213,2,52.43,175.78,0,183.4325852
NGC2998,SPARC,27.44,214,2,58.37,162.69,0,172.8441292
NGC2998,SPARC,32.32,213,2,63.92,151.18,0,164.1376215
NGC2998,SPARC,37.3,213,3,66.04,139.68,0,154.5049643
NGC2998,SPARC,42.28,203,3,64.42,130.09,0,145.1666095
