galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC6674,SPARC,2.5,206,75,0,122.77,171.6,210.9953386
NGC6674,SPARC,7.49,285,8,0,218.15,99.53,239.7824919
NGC6674,SPARC,12.54,291,7,0,234.07,76.92,246.3847627
NGC6674,SPARC,17.45,274,5,0,221.55,65.21,230.9474975
NGC6674,SPARC,22.47,266,4,23.41,205.25,57.46,214.4230449
NGC6674,SPARC,27.48,255,2,35.47,190.15,51.96,200.2872562
NGC6674,SPARC,32.5,250,2,42.22,174.2,47.78,185.5022825
NGC6674,SPARC,37.51,242,2,45.59,160.68,44.48,172.8438049
NGC6674,SPARC,42.42,237,2,49.68,149.48,41.82,162.9763333
NGC6674,SPARC,47.44,235,2,50.91,139.94,39.55,154.0754172
NGC6674,SPARC,52.45,236,2,48.66,131.98,37.61,145.6057283
NGC6674,SPARC,57.47,242,2,50.7,125.25,35.93,139.8178007
NGC6674,SPARC,62.48,246,2,51.01,119.5,34.46,134.4238137
NGC6674,SPARC,67.4,242,4,48.35,114.62,33.18,128.7492885
NGC6674,SPARC,72.41,242,5,44.77,110.24,32.01,123.2146525
