galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC3741,SPARC,0.23,13.1,2.19,2.45,11.6,0,11.8559057
NGC3741,SPARC,0.47,17.3,2.39,4.75,13.88,0,14.67027266
NGC3741,SPARC,0.7,23.6,2.21,6.71,13.02,0,14.64733764
NGC3741,SPARC,0.93,26.2,2.21,7.8,11.93,0,14.25359253
NGC3741,SPARC,1.17,27.4,2.24,8.39,10.78,0,13.66017935
NGC3741,SPARC,1.4,26.9,2.23,8.84,9.72,0,13.13864529
NGC3741,SPARC,1.64,27.4,2.21,9.23,8.89,0,12.81503024
NGC3741,SPARC,1.87,31,2.2,9.41,8.25,0,12.51441569
NGC3741,SPARC,2.1,32.5,2.19,9.55,7.73,0,12.28639085
NGC3741,SPARC,2.33,33,2.19,10.05,7.3,0,12.42145322
NGC3741,SPARC,2.57,36.5,2.2,10.65,6.92,0,12.70074407
NGC3741,SPARC,2.8,38.9,2.21,11.28,6.62,0,13.07909783
NGC3741,SPARC,3.26,41.5,2.21,12,6.11,0,13.46596079
NGC3741,SPARC,3.73,42.7,2.2,12.41,5.7,0,13.65643072
NGC3741,SPARC,4.21,44.7,2.22,13.14,5.36,0,14.19116627
NGC3741,SPARC,4.67,46.7,2.24,13.55,5.09,0,14.47448099
NGC3741,SPARC,5.14,48.5,2.27,13.86,4.84,0,14.68077655
NGC3741,SPARC,5.61,50,2.32,13.86,4.63,0,14.61288815
NGC3741,SPARC,6.07,50.2,2.4,13.76,4.45,0,14.46167694
NGC3741,SPARC,6.54,50.1,2.57,13.55,4.29,0,14.21290259
NGC3741,SPARC,7,51.6,3.24,13.34,4.14,0,13.96764833
