galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC5907,SPARC,5.03,214,6,0,178.85,0,178.85
NGC5907,SPARC,7.55,220,6,0,207.41,0,207.41
NGC5907,SPARC,10.07,235,4,0,227.06,0,227.06
NGC5907,SPARC,12.58,235,4,16.93,232.81,0,233.4247652
NGC5907,SPARC,15.1,230,2,24.45,224.63,0,225.9567202
NGC5907,SPARC,17.61,231,2,31.1,217.25,0,219.4647409
NGC5907,SPARC,20.13,232,2,42.26,208.93,0,213.1610952
NGC5907,SPARC,22.65,225,7,53.67,198.38,0,205.5117838
NGC5907,SPARC,25.16,224,7,49.79,187.6,0,194.0948327
NGC5907,SPARC,27.68,229,2,54.3,177.97,0,186.0693712
NGC5907,SPARC,30.2,218,2,64.08,169.55,0,181.2552038
NGC5907,SPARC,32.71,214,2,61.58,162.23,0,173.5242614
NGC5907,SPARC,35.23,213,2,64.96,155.53,0,168.5508306
NGC5907,SPARC,37.75,211,2,61.95,149.39,0,161.7256152
NGC5907,SPARC,40.26,217,2,63.21,143.82,0,157.0977291
NGC5907,SPARC,42.78,216,3,60.7,138.81,0,151.5015053
NGC5907,SPARC,45.29,215,3,60.57,134.25,0,147.2813206
NGC5907,SPARC,47.81,217,5,60.07,130.16,0,143.3528182
NGC5907,SPARC,50.33,214,5,62.33,126.52,0,141.0402046
