galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC2955,SPARC,0.75,169,4.27,0,53.73,163.04,171.6652396
NGC2955,SPARC,1.55,203,4.92,0.16,99.45,214.33,236.278812
NGC2955,SPARC,2.3,232,5.49,0,134.15,231.92,267.9236998
NGC2955,SPARC,3.06,256,4.38,1.12,162.98,250.27,298.6616944
NGC2955,SPARC,3.85,248,3.47,10.81,187.48,252.3,314.5169256
NGC2955,SPARC,4.61,253,5.68,18.83,206.85,245.12,321.2869524
NGC2955,SPARC,5.36,269,8.42,25.11,220.81,233.77,322.5460914
NGC2955,SPARC,6.12,268,4.67,29.26,232.37,221.48,322.3435355
NGC2955,SPARC,6.91,260,5.58,31.48,243.48,209.61,322.8155091
NGC2955,SPARC,7.66,245,8.47,32.44,254.23,199.62,324.8590324
NGC2955,SPARC,8.42,247,6,32.35,258.51,190.58,322.7920058
NGC2955,SPARC,8.86,267,10.3,32.44,258.41,185.85,319.9504715
NGC2955,SPARC,9.21,255,7.27,32.44,257.39,182.29,317.0672008
NGC2955,SPARC,10.82,253,11.2,33.51,252.03,168.18,304.8385694
NGC2955,SPARC,11.56,271,11.3,34.86,249.34,162.76,299.7940506
NGC2955,SPARC,12.4,276,8.71,37.47,246.01,157.16,294.3198712
NGC2955,SPARC,14.17,275,10.1,44.03,245.22,146.96,289.2554769
NGC2955,SPARC,16.88,275,10,57.16,236.05,134.67,277.7100592
NGC2955,SPARC,19.49,276,11.7,67.4,232.49,125.34,272.5884732
NGC2955,SPARC,22.19,267,15.7,77.25,219.85,117.47,260.9612728
NGC2955,SPARC,24.8,257,15.1,79.95,209.2,111.12,250.0085937
NGC2955,SPARC,27.51,254,13.6,78.21,199.59,105.5,238.9209539
NGC2955,SPARC,30.12,248,11.6,75.51,191.82,100.83,229.4849917
NGC2955,SPARC,35.43,227,11.2,77.83,176.46,92.96,214.0962449
