galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC08490,SPARC,0.34,38.8,3.69,0.91,27.87,0,27.88485252
UGC08490,SPARC,0.68,50.1,3.69,7.1,39.52,0,40.15271348
UGC08490,SPARC,1.02,60.2,3.69,10.23,44.52,0,45.68022876
UGC08490,SPARC,1.36,68.2,3.69,12.18,46.26,0,47.83659687
UGC08490,SPARC,1.69,72.8,3.69,14.42,45.8,0,48.01641803
UGC08490,SPARC,2.03,75.3,3.69,15.29,45.05,0,47.57401181
UGC08490,SPARC,2.37,76.6,3.69,18.41,43.11,0,46.87643544
UGC08490,SPARC,2.7,77.6,3.69,20.65,41.2,0,46.08538272
UGC08490,SPARC,3.05,78.5,3.69,21.24,39.62,0,44.95422116
UGC08490,SPARC,3.38,78.2,3.69,22.11,38.18,0,44.11988781
UGC08490,SPARC,3.72,78.8,3.69,23.77,36.93,0,43.91853595
UGC08490,SPARC,4.06,79.2,3.69,25.04,35.68,0,43.58972356
UGC08490,SPARC,4.39,79.2,3.69,24.74,34.2,0,42.21027837
UGC08490,SPARC,4.74,79.2,3.69,24.74,32.41,0,40.77346809
UGC08490,SPARC,5.08,78.8,3.69,23.87,31.05,0,39.16477244
UGC08490,SPARC,5.41,78.5,3.69,22.31,29.85,0,37.26605158
UGC08490,SPARC,5.75,80.1,3.69,22.6,28.79,0,36.60087567
UGC08490,SPARC,6.09,80.1,3.69,23.18,27.84,0,36.22675807
UGC08490,SPARC,6.42,80.1,3.69,22.99,26.98,0,35.44658658
UGC08490,SPARC,6.77,80.1,3.69,22.99,26.18,0,34.84153412
UGC08490,SPARC,7.11,79.8,3.69,22.8,25.47,0,34.18422004
UGC08490,SPARC,7.44,79.8,3.69,23.87,24.82,0,34.43558189
UGC08490,SPARC,7.78,79.5,3.69,24.06,24.22,0,34.13930286
UGC08490,SPARC,8.12,79.5,3.69,22.89,23.66,0,32.92032351
UGC08490,SPARC,8.46,78.8,3.69,23.09,23.15,0,32.69664509
UGC08490,SPARC,8.8,77.9,3.69,23.38,22.65,0,32.55221805
UGC08490,SPARC,9.13,77.2,3.69,22.8,22.21,0,31.82961043
UGC08490,SPARC,9.47,77.6,3.69,22.21,21.79,0,31.11411577
UGC08490,SPARC,9.77,76.6,3.69,22.21,21.43,0,30.86306854
UGC08490,SPARC,10.15,77.6,3.69,22.5,21,0,30.77742679
