galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05716,SPARC,1.03,39.15,4.06,3.65,21.66,0,21.96538413
UGC05716,SPARC,2.07,49.15,1.65,7.45,27.59,0,28.578149
UGC05716,SPARC,3.09,55.05,0.6,11.19,26.88,0,29.11615531
UGC05716,SPARC,4.13,59.35,0.41,14.76,25.3,0,29.29074256
UGC05716,SPARC,5.16,63.85,0.46,18.24,24,0,30.14461146
UGC05716,SPARC,6.2,68.2,0.86,21.81,21.76,0,30.80866274
UGC05716,SPARC,7.23,71.7,1.07,25.2,19.92,0,32.12236604
UGC05716,SPARC,8.26,73.5,1.07,27.64,18.42,0,33.21544821
UGC05716,SPARC,9.28,73.15,1,28.96,17.21,0,33.68776781
UGC05716,SPARC,10.34,72.5,0.74,29.43,16.16,0,33.57484922
UGC05716,SPARC,11.4,73,1.07,28.96,15.29,0,32.7485221
UGC05716,SPARC,12.37,74.7,2.09,27.83,14.6,0,31.4272
