galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC03205,SPARC,0.28,107,30.2,-1.6,13.69,91.46,92.47890408
UGC03205,SPARC,0.55,121,15.6,-2.32,26,143.82,146.1512655
UGC03205,SPARC,0.83,134,8.69,-3.04,37.95,161.88,166.2688693
UGC03205,SPARC,1.39,157,12.5,-4.39,60.02,171.18,181.397334
UGC03205,SPARC,1.65,168,11.7,-4.98,69.62,173.79,187.2162079
UGC03205,SPARC,3.04,207,8.04,-7.06,115.86,156.1,194.39843
UGC03205,SPARC,3.32,213,6.53,-7.33,124.12,149.78,194.5246072
UGC03205,SPARC,3.59,218,11.2,-7.54,132.68,144.22,195.967831
UGC03205,SPARC,3.87,222,6.05,-7.69,142.15,138.97,198.7945759
UGC03205,SPARC,4.15,226,5.41,-7.79,153.48,134.27,203.9228857
UGC03205,SPARC,4.43,229,5.96,-7.83,164.2,129.95,209.4006745
UGC03205,SPARC,4.7,232,7.41,-7.81,172.5,126.18,213.7232846
UGC03205,SPARC,4.97,234,6.1,-7.72,178.86,122.67,216.8843667
UGC03205,SPARC,5.25,235,3.89,-7.58,184.4,119.35,219.6537787
UGC03205,SPARC,5.52,236,9.03,-7.35,190.48,116.43,223.2455493
UGC03205,SPARC,5.8,237,10,-7.05,196.76,113.55,227.1741625
UGC03205,SPARC,6.08,237,7.36,-6.7,202.21,110.91,230.6293828
UGC03205,SPARC,6.36,237,10.2,-6.27,207.12,108.43,233.7857124
UGC03205,SPARC,6.63,236,10.4,-5.76,210.37,106.22,235.6654945
UGC03205,SPARC,6.91,236,5.83,-5.16,212.88,104.02,236.9347058
UGC03205,SPARC,7.19,235,5.43,-4.56,214.54,101.99,237.5486723
UGC03205,SPARC,7.27,234,8.36,-4.39,214.82,101.43,237.5619441
UGC03205,SPARC,7.46,234,7.88,-3.95,215.36,100.13,237.4993611
UGC03205,SPARC,8.02,231,8.17,1.42,216.46,96.57,237.0289284
UGC03205,SPARC,8.29,229,5.82,3.82,216.57,94.99,236.5169284
UGC03205,SPARC,8.56,228,7.21,5.49,216.49,93.48,235.8740566
UGC03205,SPARC,8.84,226,18.2,7.01,215.92,91.98,234.7997166
UGC03205,SPARC,9.12,224,9.11,8.51,215.26,90.56,233.6886846
UGC03205,SPARC,9.69,221,5.56,11.96,213.03,87.86,230.7470522
UGC03205,SPARC,12.11,216,3.21,24.01,197.34,78.59,213.766096
UGC03205,SPARC,14.58,220,1.89,33.03,180.81,71.62,197.2629245
UGC03205,SPARC,14.68,220,7.66,33.34,180.14,71.38,196.6140371
UGC03205,SPARC,15.2,221,9.52,34.96,176.93,70.15,193.5134336
UGC03205,SPARC,15.5,221,13.6,35.77,175.4,69.47,192.0175351
UGC03205,SPARC,15.71,221,8.15,36.68,174.35,69,191.0611025
UGC03205,SPARC,16.02,221,4.11,37.49,172.9,68.33,189.6546836
UGC03205,SPARC,16.32,221,5.37,38.3,171.46,67.7,188.2782823
UGC03205,SPARC,16.53,221,5.06,39.11,170.51,67.27,187.425999
UGC03205,SPARC,16.84,221,11.4,39.92,169.21,66.64,186.1894737
UGC03205,SPARC,16.94,221,2.56,40.33,168.81,66.45,185.846516
UGC03205,SPARC,19.4,218,1.7,47.22,157.9,62.09,176.1173089
UGC03205,SPARC,21.77,216,1.13,52.28,148.59,58.61,168.0693863
UGC03205,SPARC,24.23,215,1.77,54.82,138.99,55.56,159.4062925
UGC03205,SPARC,26.69,212,2.47,55.53,130.82,52.94,151.6578284
UGC03205,SPARC,29.06,208,1.44,54.01,124.32,50.73,144.7275903
UGC03205,SPARC,31.52,209,2.88,51.78,118.54,48.71,138.2228784
UGC03205,SPARC,36.34,220,4.09,47.22,109.34,45.37,127.4496014
UGC03205,SPARC,40.04,220,6.32,42.76,103.66,43.22,120.1739639
