galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC0891,SPARC,0.92,234,12,-5.19,121.44,254.98,282.4225097
NGC0891,SPARC,2.32,192,12,-10.42,280.89,185.98,336.8794332
NGC0891,SPARC,3.24,212,6.3,-11.44,325.09,158.37,361.6138341
NGC0891,SPARC,4.17,223,4.41,-11.64,311.44,139.66,341.3206545
NGC0891,SPARC,5.1,222,4.01,-11.54,293.95,126.35,319.9545671
NGC0891,SPARC,6.03,224,3.85,-11.44,280.55,116.3,303.700498
NGC0891,SPARC,6.96,224,3.23,-9.02,271.7,108.06,292.4001601
NGC0891,SPARC,7.89,226,3.4,6.44,260.33,101.6,279.5277133
NGC0891,SPARC,8.8,226,3.21,16.24,254.4,96.17,272.4550724
NGC0891,SPARC,9.73,227,2.75,25.64,241.26,91.46,259.2850339
NGC0891,SPARC,10.64,227,2.65,32.27,231.49,87.46,249.556055
NGC0891,SPARC,11.58,224,2.35,35.44,224.36,83.84,242.1209384
NGC0891,SPARC,12.52,220,2.43,42.18,213.5,80.63,232.0831732
NGC0891,SPARC,13.46,218,2.3,46.37,208,77.76,226.8497179
NGC0891,SPARC,14.4,217,2.77,49.33,200.84,75.18,220.050419
NGC0891,SPARC,15.33,216,4.43,49.33,193.84,72.86,212.8754897
NGC0891,SPARC,16.27,210,4.47,47.29,188.07,70.73,206.4204493
NGC0891,SPARC,17.11,208,4.35,45.04,182.56,68.97,200.2838388
