galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC07603,SPARC,0.34,19.6,2.89,4.29,19.73,0,20.19101285
UGC07603,SPARC,0.68,32.5,2.89,6.17,28,0,28.67174393
UGC07603,SPARC,1.02,41.9,2.89,5.94,31.57,0,32.12395524
UGC07603,SPARC,1.37,50.6,2.89,8.81,31.98,0,33.17132044
UGC07603,SPARC,1.71,57,2.89,15.21,31.44,0,34.92588868
UGC07603,SPARC,2.05,60.5,2.89,17.87,29.65,0,34.61877236
UGC07603,SPARC,2.39,60.5,2.89,17.46,27.89,0,32.90446322
UGC07603,SPARC,2.74,60,2.89,15.96,26.14,0,30.62713176
UGC07603,SPARC,3.08,61.5,2.89,15.55,24.58,0,29.08571643
UGC07603,SPARC,3.42,61.5,2.89,16.29,23.19,0,28.3397283
UGC07603,SPARC,3.76,63,2.89,16.96,21.99,0,27.77051854
UGC07603,SPARC,4.11,64,2.89,17.21,20.84,0,27.02757296
