galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC08286,SPARC,0.47,22.2,2.81,-3.85,16.14,0,16.14
UGC08286,SPARC,0.95,43.4,3.47,-1.38,24.37,0,24.37
UGC08286,SPARC,1.42,60.2,3.04,-0.63,30.01,0,30.01
UGC08286,SPARC,1.9,69.6,2.05,8.67,34.64,0,35.70852139
UGC08286,SPARC,2.37,72.5,2,11.4,38.52,0,40.17151229
UGC08286,SPARC,2.84,74.3,2.02,11.54,39.29,0,40.94967277
UGC08286,SPARC,3.3,75.8,2.01,12.92,40.32,0,42.33944733
UGC08286,SPARC,3.78,77.2,2.05,16.18,39.87,0,43.028006
UGC08286,SPARC,4.25,79.3,2.08,18.85,39.64,0,43.89364533
UGC08286,SPARC,4.73,81.3,2.08,23.39,37.47,0,44.17117839
UGC08286,SPARC,5.2,81.6,2.03,23.16,35.37,0,42.27791977
UGC08286,SPARC,5.67,82.1,2.02,23.39,33.69,0,41.01351241
UGC08286,SPARC,6.15,82.9,2,22.11,32.23,0,39.08484361
UGC08286,SPARC,6.62,83.2,2,22.46,30.9,0,38.20028272
UGC08286,SPARC,7.1,83.5,2.02,26.07,29.56,0,39.41368417
UGC08286,SPARC,7.57,83.8,2,25.72,28.4,0,38.31551122
UGC08286,SPARC,8.04,84.3,2,26.3,27.44,0,38.00846748
