galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC07399,SPARC,0.61,47.3,2.77,2.98,31.89,0,32.02893223
UGC07399,SPARC,1.22,70.4,3.27,8.37,39,0,39.8880546
UGC07399,SPARC,1.84,83.7,2.5,14.43,37.15,0,39.85407633
UGC07399,SPARC,2.45,89.1,2.45,17.93,36.43,0,40.60332252
UGC07399,SPARC,3.07,91.7,2.48,20.44,35.9,0,41.31105905
UGC07399,SPARC,3.68,95.1,3.01,21.54,34.58,0,40.74000491
UGC07399,SPARC,4.3,96.9,3.62,21.34,33.94,0,40.09138561
UGC07399,SPARC,4.91,100,3.9,23.04,32.94,0,40.19807458
UGC07399,SPARC,5.52,103,4.82,25.45,31.6,0,40.5741605
UGC07399,SPARC,6.13,106,4.97,25.55,31.05,0,40.21075727
