galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC05253,SPARC,0.13,232,33.4,-2.47,8.23,149.99,150.2156217
UGC05253,SPARC,0.25,233,16.9,-2.73,15.54,220.78,221.3262298
UGC05253,SPARC,0.38,234,14.6,-2.63,23.07,253.99,255.0355759
UGC05253,SPARC,0.51,235,10.6,-2.41,30.21,269.15,270.8401126
UGC05253,SPARC,0.63,236,9.12,-2.13,36.51,276.27,278.6720169
UGC05253,SPARC,0.76,237,10.3,-1.79,43.02,278.6,281.9018985
UGC05253,SPARC,0.89,238,9.95,-1.58,49.25,279.31,283.6188262
UGC05253,SPARC,1.01,239,3.51,-1.03,54.76,280.44,285.7363316
UGC05253,SPARC,1.14,240,3.18,0.66,60.48,280.12,286.5754358
UGC05253,SPARC,1.27,240,5.19,1.42,65.96,277.94,285.6630561
UGC05253,SPARC,1.39,241,3.54,1.91,70.82,277.61,286.5072994
UGC05253,SPARC,1.52,242,2.6,2.31,75.88,276.52,286.7514968
UGC05253,SPARC,1.65,242,1.75,2.69,80.73,274.47,286.1089826
UGC05253,SPARC,1.77,243,1.94,3.02,85.03,272.42,285.3977535
UGC05253,SPARC,1.9,244,3.09,3.34,89.52,270.29,284.748433
UGC05253,SPARC,2.03,244,1.6,3.66,93.85,268.35,284.3113445
UGC05253,SPARC,2.16,244,3,3.96,97.99,266.67,284.1313263
UGC05253,SPARC,2.28,245,2.19,4.26,101.66,265.58,284.4040077
UGC05253,SPARC,2.41,245,3.01,4.56,105.49,264.78,285.056805
UGC05253,SPARC,2.54,246,2.64,4.87,109.17,264.37,286.0652071
UGC05253,SPARC,2.66,246,2.38,5.17,112.45,264,286.9977899
UGC05253,SPARC,2.79,246,3.72,5.46,115.87,263.68,288.0673722
UGC05253,SPARC,2.92,247,3.54,5.76,119.17,263.16,288.942645
UGC05253,SPARC,3.04,247,3.74,6.05,122.1,262.58,289.6433478
UGC05253,SPARC,3.17,247,5.11,6.34,125.13,261.72,290.163869
UGC05253,SPARC,3.3,247,3.63,6.65,128.05,260.64,290.4724335
UGC05253,SPARC,3.42,247,3.84,6.94,130.65,259.42,290.5448717
UGC05253,SPARC,3.55,248,5.12,7.23,133.35,257.92,290.4431473
UGC05253,SPARC,3.68,248,2.77,7.53,135.94,256.73,290.5971049
UGC05253,SPARC,3.8,248,3.24,7.83,138.27,255.39,290.5235858
UGC05253,SPARC,3.93,248,6.79,8.14,140.68,253.66,290.1732545
UGC05253,SPARC,4.06,248,8.39,8.44,143,251.85,289.7389447
UGC05253,SPARC,4.18,248,2.73,8.74,145.04,249.97,289.1331702
UGC05253,SPARC,4.31,248,13.7,9.04,147.17,247.82,288.3669241
UGC05253,SPARC,4.44,248,4.89,9.34,149.24,245.63,287.5654884
UGC05253,SPARC,4.56,248,5.71,9.66,151.08,243.5,286.7241392
UGC05253,SPARC,4.69,248,15.1,9.96,152.98,241.12,285.7287812
UGC05253,SPARC,4.82,248,10.5,10.27,154.8,238.76,284.736458
UGC05253,SPARC,4.94,248,1.58,10.63,156.43,236.51,283.7610296
UGC05253,SPARC,4.99,248,4.77,10.73,157.09,235.57,283.3471826
UGC05253,SPARC,5.07,248,4.36,10.94,158.13,234.04,282.6649998
UGC05253,SPARC,5.2,248,8.45,11.25,159.77,231.52,281.5218034
UGC05253,SPARC,5.45,247,8.25,11.88,162.71,226.76,279.348843
UGC05253,SPARC,5.58,247,2.34,12.19,164.01,224.24,278.0853355
UGC05253,SPARC,5.7,247,2.34,12.5,165.02,222.01,276.9048402
UGC05253,SPARC,5.83,247,6.13,12.81,165.84,219.54,275.4356791
UGC05253,SPARC,6.47,247,6.89,14.58,169.31,208.79,269.2057143
UGC05253,SPARC,6.59,246,5.95,14.9,170.15,206.9,268.2920843
UGC05253,SPARC,6.66,246,2.29,15.11,170.65,205.85,267.8132878
UGC05253,SPARC,6.72,246,4.73,15.31,171.08,204.88,267.3547772
UGC05253,SPARC,6.85,246,3.02,15.63,172.07,202.98,266.5581779
UGC05253,SPARC,6.97,246,5.81,16.04,173.03,201.26,265.8989472
UGC05253,SPARC,7.1,246,6.32,16.36,174.15,199.41,265.2550098
UGC05253,SPARC,7.23,246,8.92,16.67,175.27,197.66,264.7016007
UGC05253,SPARC,8.32,246,2.13,19.69,182.58,184.24,260.1298332
UGC05253,SPARC,10,245,2.18,23.65,183.56,168.07,250.002242
UGC05253,SPARC,11.61,245,0.94,26.98,182.9,155.97,241.8821434
UGC05253,SPARC,13.35,246,2.02,29.27,173.27,145.45,228.1116575
UGC05253,SPARC,14.98,245,1.33,30.52,164.53,137.31,216.4616072
UGC05253,SPARC,16.61,245,1.36,32.19,157.52,130.4,207.0094358
UGC05253,SPARC,18.34,245,1.59,34.17,152.73,124.1,199.7369565
UGC05253,SPARC,19.97,245,2.03,36.46,150.07,118.93,194.9222445
UGC05253,SPARC,21.6,245,2.36,38.96,146.26,114.35,189.6992138
UGC05253,SPARC,23.33,244,4.61,41.25,143.04,110.03,185.1178138
UGC05253,SPARC,26.7,243,10.6,44.17,136.92,102.85,176.8507783
UGC05253,SPARC,29.95,239,17,44.8,130.32,97.11,168.5843839
UGC05253,SPARC,33.32,231,18.3,44.07,123.68,92.07,160.3614424
UGC05253,SPARC,36.68,219,12.1,44.17,117.57,87.75,153.2114757
UGC05253,SPARC,39.94,210,7.5,43.75,111.91,84.09,146.6596015
UGC05253,SPARC,43.3,210,3.56,43.34,107.39,80.76,141.1847913
UGC05253,SPARC,46.67,212,2.64,44.9,104,77.79,137.4164986
UGC05253,SPARC,49.92,213,6.5,46.88,101.06,75.22,134.4206323
UGC05253,SPARC,53.29,218,6.53,47.82,96.26,72.8,129.8174873
