galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
UGC00731,SPARC,0.91,29.6,2.38,0.8,7.82,0,7.860814207
UGC00731,SPARC,1.81,44.6,2.4,5.58,11.42,0,12.71034225
UGC00731,SPARC,2.73,50.4,2.86,7.79,12.3,0,14.55933034
UGC00731,SPARC,3.64,56.8,3.43,14,13.66,0,19.56005112
UGC00731,SPARC,4.55,60.7,2.98,16.12,14.46,0,21.65516105
UGC00731,SPARC,5.45,64.7,2.46,18.25,14.91,0,23.56630221
UGC00731,SPARC,6.36,68,2.38,23.38,14.47,0,27.49555055
UGC00731,SPARC,7.28,71.5,2.52,30,14.77,0,33.43879334
UGC00731,SPARC,8.19,73.4,2.68,33.62,14.75,0,36.71330685
UGC00731,SPARC,9.09,74,2.83,34.88,13.66,0,37.45944474
UGC00731,SPARC,10,73.8,3.22,36,13.17,0,38.33339145
UGC00731,SPARC,10.91,73.9,3.42,35.75,12.83,0,37.9825144
