galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
DDO161,SPARC,0.6,16,3.53,6.82,12.59,0,14.31853694
DDO161,SPARC,0.73,16.6,4.83,8.12,14.22,0,16.37506641
DDO161,SPARC,0.85,18.6,2.5,9.3,15.27,0,17.87911911
DDO161,SPARC,0.98,20,7.58,10.41,17.04,0,19.96821725
DDO161,SPARC,1.07,21.4,4.03,11.27,18.03,0,21.2624975
DDO161,SPARC,1.54,28.9,2.74,15.22,22.44,0,27.11460861
DDO161,SPARC,2.02,32.9,2.65,18.74,24.92,0,31.18002566
DDO161,SPARC,2.49,35.2,2.88,21.52,25.85,0,33.63529248
DDO161,SPARC,2.96,37.6,3.05,23.28,26.01,0,34.90671139
DDO161,SPARC,3.43,40.6,3.68,24.59,25.36,0,35.3241801
DDO161,SPARC,3.9,42.7,3.25,25.62,25.01,0,35.80341464
DDO161,SPARC,4.37,45.5,2.99,26.35,24.48,0,35.96655252
DDO161,SPARC,4.86,48.9,1.96,27.08,23.7,0,35.9863363
DDO161,SPARC,5.34,51.5,1.53,27.81,22.69,0,35.89195174
DDO161,SPARC,5.81,53,1.86,28.4,21.59,0,35.67475438
DDO161,SPARC,6.28,55,1.48,28.98,20.86,0,35.70686209
DDO161,SPARC,6.75,57.6,0.99,29.57,20.11,0,35.76027125
DDO161,SPARC,7.22,59.7,1.19,30.3,19.38,0,35.9676855
DDO161,SPARC,7.69,60.5,1.26,31.18,18.7,0,36.3577007
DDO161,SPARC,8.16,61.8,1.33,32.06,18.06,0,36.79683682
DDO161,SPARC,8.64,62.9,1.35,32.64,17.47,0,37.02121689
DDO161,SPARC,9.11,63,2.09,33.23,16.94,0,37.29874663
DDO161,SPARC,9.58,64.5,2.38,33.38,16.44,0,37.20884303
DDO161,SPARC,10.05,65.6,1.08,33.38,15.98,0,37.00790186
DDO161,SPARC,10.52,67.5,3.22,32.79,15.57,0,36.29888428
DDO161,SPARC,10.99,66.8,2.37,32.06,15.18,0,35.47218629
DDO161,SPARC,11.46,66.8,0.95,31.18,14.81,0,34.51852401
DDO161,SPARC,11.94,66.6,0.96,30.3,14.47,0,33.57783346
DDO161,SPARC,12.41,66.8,0.99,29.42,14.16,0,32.65029862
DDO161,SPARC,12.9,66.3,0.74,28.69,13.86,0,31.86244969
DDO161,SPARC,13.37,66.1,1.31,27.81,13.59,0,30.95293524
