galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4214,SPARC,0.21,55.5,7.21,5.41,32.3,0,32.74993282
NGC4214,SPARC,0.63,63.2,5.22,13.09,52.43,0,54.03936528
NGC4214,SPARC,1.04,66.6,7.97,16.91,57.12,0,59.57048346
NGC4214,SPARC,1.46,70.5,4.62,16.91,56.92,0,59.37873778
NGC4214,SPARC,1.88,76.1,4.69,16.7,53.72,0,56.2559188
NGC4214,SPARC,2.3,78.8,4.52,15.77,48.94,0,51.41805617
NGC4214,SPARC,2.71,80.1,6.65,14.85,45.52,0,47.8810286
NGC4214,SPARC,3.14,80.1,6.28,13.92,42.09,0,44.33209334
NGC4214,SPARC,3.55,80.1,5.09,13.09,39.26,0,41.38472786
NGC4214,SPARC,3.96,80.4,5.4,12.99,36.87,0,39.09139291
NGC4214,SPARC,4.38,80.1,7.58,12.99,34.8,0,37.14539137
NGC4214,SPARC,4.8,80.4,8.9,13.09,33.03,0,35.52926962
NGC4214,SPARC,5.22,80.6,9.37,13.09,31.53,0,34.13925893
NGC4214,SPARC,5.63,80.6,9.37,13.92,30.23,0,33.28091495
