galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC4013,SPARC,5.49,198,10,0,186.83,108.11,215.8546293
NGC4013,SPARC,6.17,195,5,10.14,197.4,102.7,222.7484447
NGC4013,SPARC,6.92,194,4,19.07,203.18,97.43,226.1379716
NGC4013,SPARC,7.69,195,3,24.03,205.95,92.74,227.1421383
NGC4013,SPARC,8.36,195,3,26.62,205.73,88.92,225.6994101
NGC4013,SPARC,9.12,195,3,28.67,202.75,85.21,221.7888083
NGC4013,SPARC,9.88,192,7,29.74,195.44,81.9,213.9833433
NGC4013,SPARC,10.56,188,8,29.63,185.44,79.23,203.8217932
NGC4013,SPARC,11.31,186,7,29.42,175.66,76.58,193.8722992
NGC4013,SPARC,12.08,186,6,29.85,166.96,74.1,185.087747
NGC4013,SPARC,12.77,186,5,30.5,160.29,72.07,178.3738181
NGC4013,SPARC,13.47,185,6,31.57,154.56,70.18,172.6577276
NGC4013,SPARC,14.17,180,10,32.44,149.44,68.41,167.5249095
NGC4013,SPARC,14.98,163,8,32.98,144.15,66.54,162.1557107
NGC4013,SPARC,15.68,162,6,32.44,140.03,65.04,157.7686791
NGC4013,SPARC,16.37,164,5,31.79,136.17,63.66,153.6407127
NGC4013,SPARC,17.19,166,5,30.82,132.07,62.12,149.1685346
NGC4013,SPARC,17.88,166,5,29.63,128.95,60.91,145.6573634
NGC4013,SPARC,18.58,166,5,28.56,126.05,59.75,142.3879862
NGC4013,SPARC,19.39,166,5,27.91,122.95,58.49,138.9847139
NGC4013,SPARC,20.09,168,5,27.26,120.47,57.46,136.2269434
NGC4013,SPARC,20.79,172,5,26.4,118.15,56.49,133.5945455
NGC4013,SPARC,21.48,173,5,25.97,116,55.57,131.2191518
NGC4013,SPARC,22.3,171,5,26.08,113.61,54.54,128.6934734
NGC4013,SPARC,22.99,170,5,26.4,111.72,53.72,126.7444547
NGC4013,SPARC,23.69,172,5,27.16,109.89,52.92,124.9560087
NGC4013,SPARC,24.39,173,5,28.88,108.16,52.15,123.5000506
NGC4013,SPARC,25.2,176,5,30.17,106.26,51.31,121.7954539
NGC4013,SPARC,25.9,178,5,29.96,104.71,50.61,120.0964521
NGC4013,SPARC,26.59,180,6,29.63,103.24,49.95,118.4543667
NGC4013,SPARC,27.41,180,8,29.1,101.58,49.19,116.5545473
NGC4013,SPARC,28.1,180,5,28.45,100.24,48.59,114.9715104
NGC4013,SPARC,28.8,180,5,28.02,98.94,47.99,113.4781217
NGC4013,SPARC,29.61,178,5,27.59,97.5,47.33,111.8373238
NGC4013,SPARC,30.31,174,5,27.59,96.31,46.78,110.5675929
NGC4013,SPARC,31.01,170,10,26.19,95.16,46.25,108.9972669
