galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
NGC6946,SPARC,0.19,153,8,0.96,24.4,233.17,234.4451546
NGC6946,SPARC,0.56,130,9,2.86,62.52,168.53,179.7756683
NGC6946,SPARC,0.94,128,3,4.5,91.94,137.01,165.0604547
NGC6946,SPARC,1.22,134,3,5.34,109.48,120.39,162.8132
NGC6946,SPARC,1.59,129,4,6.46,127.82,105.47,165.8421083
NGC6946,SPARC,1.96,131,7,6.51,138.39,94.99,167.9799759
NGC6946,SPARC,2.34,138,8,6.51,151.17,86.94,174.5087751
NGC6946,SPARC,2.71,139,5,6.44,166.55,80.79,185.2225694
NGC6946,SPARC,2.99,143,3,6.38,170.5,76.91,187.1526182
NGC6946,SPARC,3.37,146,2,7.55,177.07,72.44,191.4636806
NGC6946,SPARC,3.74,154,2,10.54,180.71,68.77,193.6401523
NGC6946,SPARC,4.12,161,1,12.86,184.13,65.52,195.8624694
NGC6946,SPARC,4.4,167,2,13.54,187.91,63.4,198.7789217
NGC6946,SPARC,4.77,173,2,14.41,193.15,60.89,203.0324179
NGC6946,SPARC,5.15,176,4,17.51,197.95,58.6,207.1829206
NGC6946,SPARC,5.52,178,5,20.8,204.45,56.6,213.1572248
NGC6946,SPARC,5.89,180,3,23.41,204.89,54.8,213.3798964
NGC6946,SPARC,6.17,179,4,25.15,201.57,53.54,210.0702716
NGC6946,SPARC,6.55,180,5,27.66,200.86,51.96,209.3075651
NGC6946,SPARC,6.92,181,4,31.15,201.34,50.55,209.9128881
NGC6946,SPARC,7.3,179,4,34.05,198.33,49.22,207.1637029
NGC6946,SPARC,7.58,179,2,34.92,194.96,48.3,203.8668634
NGC6946,SPARC,7.95,179,1,35.89,189.92,47.17,198.9540334
NGC6946,SPARC,8.33,178,1,37.34,184.93,46.08,194.2079991
NGC6946,SPARC,8.7,177,2,38.88,182.77,45.09,192.2228795
NGC6946,SPARC,9.08,176,2,39.08,181.24,44.13,190.5849965
NGC6946,SPARC,9.36,173,3,38.4,179.87,43.47,188.990523
NGC6946,SPARC,9.73,172,2,37.72,177.19,42.63,186.1086011
NGC6946,SPARC,10.1,172,2,37.43,174.69,41.85,183.4912082
NGC6946,SPARC,10.48,170,2,37.14,171.99,41.08,180.6862089
NGC6946,SPARC,10.76,171,2,36.66,170.15,40.54,178.713373
NGC6946,SPARC,11.13,174,2,35.89,167.51,39.86,175.8877818
NGC6946,SPARC,11.51,174,2,36.08,164.95,39.2,173.3404422
NGC6946,SPARC,11.88,175,2,36.76,162.35,38.58,170.8719886
NGC6946,SPARC,12.26,174,2,37.82,159.81,37.98,168.5587995
NGC6946,SPARC,12.54,173,6,38.79,158,37.55,166.9690588
NGC6946,SPARC,12.91,173,6,40.14,155.62,37.01,164.9198111
NGC6946,SPARC,13.29,173,8,42.08,153.17,36.48,162.9802617
NGC6946,SPARC,13.66,175,9,44.01,150.89,35.98,161.2427753
NGC6946,SPARC,14.03,174,9,45.46,148.68,35.5,159.4760295
NGC6946,SPARC,14.31,171,9,46.53,147.06,35.16,158.2021179
NGC6946,SPARC,14.69,167,8,45.94,144.87,34.7,155.8906363
NGC6946,SPARC,15.06,165,7,44.59,142.8,34.27,153.4748872
NGC6946,SPARC,15.44,163,8,44.01,140.8,33.84,151.349482
NGC6946,SPARC,15.72,162,8,44.2,139.35,33.54,149.98998
NGC6946,SPARC,16.09,161,9,33.85,137.46,33.15,145.3959993
NGC6946,SPARC,16.47,159,10,33.85,135.59,32.77,143.5421314
NGC6946,SPARC,16.84,158,10,33.85,133.88,32.41,141.8452854
NGC6946,SPARC,17.21,157,10,33.85,132.2,32.06,140.1802629
NGC6946,SPARC,17.5,157,10,33.85,130.89,31.79,138.8834717
NGC6946,SPARC,17.87,157,9,33.85,129.3,31.46,137.3100291
NGC6946,SPARC,18.24,160,11,33.85,127.8,31.14,135.8247477
NGC6946,SPARC,18.62,159,12,33.85,126.3,30.82,134.3405557
NGC6946,SPARC,18.9,160,14,33.85,125.2,30.59,133.2539328
NGC6946,SPARC,19.27,158,16,33.85,123.92,30.3,131.9851465
NGC6946,SPARC,19.65,155,18,33.85,122.75,30,130.8181371
NGC6946,SPARC,20.02,157,19,33.85,121.08,29.72,129.1877212
NGC6946,SPARC,20.4,154,21,33.85,119.5,29.44,127.6431984
