galaxy_id,source,radius_kpc,v_obs_kms,v_err_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_bar_kms
D512-2,SPARC,0.96,22.9,2.71,4.08,14.85,0,15.40028896
D512-2,SPARC,1.92,33.5,2.71,6.24,21.2,0,22.09926696
D512-2,SPARC,2.88,37.2,4.19,7.45,20.56,0,21.86815264
D512-2,SPARC,3.83,35.9,5.98,8.09,20.08,0,21.6484295
