row_count_all,row_count_real_components,mass_proxy_rows,volume_proxy_rows,sigma_mass_volume_rows,sigma_velocity_rows,sigma_anisotropy_rows,sigma_rows,dw_rows,d_bg_derived,lambda_derived,weight_sigma_mass_volume,weight_sigma_velocity,weight_sigma_anisotropy
5,2,1,1,0,1,1,1,1,3.0,1.0,0.0,0.5,0.5
