galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
UGC05721,0.09,16.5,4.57,0.0,3089.6644444444446,0.0,3089.6644444444446,16.6754250320644,0.0,16.6754250320644,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,0.27,38.5,6.88,0.32072668831252144,3894.804814814814,69671928413.76518,69671932308.56999,32.42834099981064,137154.73258957054,137154.73642318702,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,0.45,47.4,4.57,0.28613203483476896,3683.451111111112,37294128691.53121,37294132374.98232,40.713056873686114,129546.74025690128,129546.74665441061,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,0.63,55.5,4.57,0.41633930583086276,3105.9841269841268,38760856030.192154,38760859136.17628,44.235393069351154,156266.88484455386,156266.89110554114,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,0.81,56.4,5.45,0.4066664463366633,2523.174444444444,29446915987.89965,29446918511.074097,45.20808887798731,154440.93353188047,154440.94014855652,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,0.99,59.8,4.57,0.5036306967846775,2068.608585858586,29837572951.46421,29837575020.072796,45.253977725720425,171869.71001880922,171869.7159765852,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,1.17,67.8,4.57,0.6782999097321858,1815.3009401709405,34003403815.377686,34003405630.678627,46.08581235044035,199459.22506615703,199459.23039030805,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,1.35,76.4,4.57,0.8853174481698188,1533.8117037037034,38463761277.1664,38463762810.9781,45.50434924268228,227872.9420624016,227872.9466058234,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,1.53,81.2,4.57,0.9978783170784673,1319.865359477124,38253629798.300964,38253631118.16632,44.93766794127172,241925.71916065575,241925.72333423843,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
UGC05721,1.71,82.2,19.2,1.0385771857086112,1147.096374269006,35622891113.585754,35622892260.68213,44.28921764944601,246809.93457361404,246809.93854739002,,53069716557.70287,58652495589.598206,True,2.580695873988887,1.454804053665166,formula,58652495589.598206
