galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
ESO116-G012,0.25,20.9,3.4,0.3448846046915947,1201.5091999999997,81740567353.46233,81740568554.97153,17.33139636613276,142951.53667717456,142951.5377278009,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,0.83,40.0,3.29,0.2509149220552756,1476.4356626506026,17912336760.085537,17912338236.5212,35.00630800298712,121931.29012222824,121931.29514735991,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,1.38,51.5,2.96,0.005305073399836772,1911.7377536231888,227780299.05912542,227782210.79687905,51.36339260601854,17729.546319677585,17729.620720694875,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,1.85,67.9,3.45,0.17614988689275832,2073.3475675675672,5641758454.384073,5641760527.731641,61.93297183245771,102162.87554983237,102162.89432227111,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,2.68,80.2,2.93,0.4683324463738005,1423.9894402985074,10354360970.033522,10354362394.022963,61.77614183485401,166582.37421675152,166582.38567141947,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,3.19,83.3,3.08,0.43856387340848124,1338.141473354232,8146030259.32993,8146031597.471404,65.33506944972203,161201.22991857873,161201.24315877273,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,3.68,91.4,2.83,0.5200363026546592,1263.819483695652,8373165808.4074335,8373167072.226917,68.19718249312064,175537.03362806197,175537.04687556715,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,4.13,102.0,5.4,0.6528529504902243,1185.491162227603,9366323802.530483,9366324988.021645,69.97198367918405,196679.73282585802,196679.74527268787,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,5.23,105.0,4.21,0.7096852312777442,921.5539770554492,8040219899.060106,8040220820.614083,69.42425584765024,205061.8201228214,205061.83187470958,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,6.05,109.0,2.1,0.8428599453683508,719.8357851239671,8254749319.682746,8254750039.518531,65.99247305564477,223475.3529677951,223475.36271161327,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,6.81,108.0,2.1,0.9066451048123976,576.176798825257,7888493231.860991,7888493808.037789,62.639955300111765,231777.13198021357,231777.14044473268,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,7.56,109.0,2.1,0.9406908663078923,504.83096560846565,7372741037.414255,7372741542.245221,61.778006604292436,236088.80160408237,236088.80968689275,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,8.32,110.0,2.1,0.9643284704430897,452.3871754807692,6867608203.434062,6867608655.821238,61.35031621760397,239036.6086033087,239036.61647628946,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,9.09,111.0,2.33,0.9964092789062815,403.5628712871287,6494978654.104098,6494979057.666969,60.56720647347044,242980.15549794649,242980.16304668318,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
ESO116-G012,9.86,112.0,4.74,1.089623714472701,333.2437322515214,6547921735.089521,6547922068.333254,57.32175154337139,254091.5352938438,254091.5417595908,,72454736975.91388,59252113780.60568,True,3.1683409996030982,0.8177810900107588,formula,82483078038.71082
