galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
NGC2915,0.34,13.5,10.1,0.0,5946.749411764707,0.0,5946.749411764707,44.96548454092317,0.0,44.96548454092317,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,0.67,31.3,12.5,0.0,3653.3983582089554,0.0,3653.3983582089554,49.47501288529393,0.0,49.47501288529393,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,1.0,35.3,13.4,0.0,2299.442,0.0,2299.442,47.95249732808501,0.0,47.95249732808501,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,1.34,50.5,9.38,0.19765841381277027,1542.940895522388,7640124715.671966,7640126258.612861,45.47021882507275,101181.85172747352,101181.86194442773,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,1.68,61.0,10.1,0.6065053211830612,1078.438392857143,18698866208.8803,18698867287.31869,42.56496799012071,177240.2189992974,177240.22411037344,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,2.01,66.5,11.9,0.8179944693111704,795.777960199005,21078720747.626396,21078721543.404358,39.99392078803977,205835.44083254723,205835.4447179658,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,2.34,74.4,11.6,1.0463299882326704,610.6355555555556,23160224006.45066,23160224617.086216,37.800624333468356,232798.03301380048,232798.0360827422,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,2.67,83.0,9.17,1.259106089317215,482.3030711610486,24425361684.670242,24425362166.973312,35.88522258534841,255373.67855374122,255373.68107504488,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,3.01,86.4,7.66,1.3828994663279155,383.5762458471761,23796553059.63291,23796553443.209156,33.97888314821427,267633.3774204837,267633.37957747263,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
NGC2915,3.35,83.6,8.18,1.4071588477841552,310.89041791044775,21756461330.33497,21756461641.225388,32.27201419186599,269970.6381379689,269970.6400668507,,40671228002.76363,51795250814.35716,True,1.4474605066365296,1.568114180474118,formula,51795250814.35716
