galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
UGC02487,9.93,377.0,10.3,0.25438096840580343,10967.31556898288,1219934440.6056902,1219945407.9212592,330.0082477757185,110063.38626089289,110063.88099943643,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,10.05,377.0,19.7,0.2510600074653722,10875.680686567164,1189631896.7733243,1189642772.4540107,330.60639875840275,109342.58348224587,109343.08328908056,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,10.35,378.0,10.8,0.24675548045841972,10666.439584541064,1135344294.5325463,1135354960.9721308,332.2614177120179,108401.16903618639,108401.67824375024,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,15.07,367.0,10.7,0.24558110685973836,6914.33191108162,776037708.4754531,776044622.8073642,322.7986708460864,108142.90668705497,108143.38845119927,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,20.09,364.0,6.67,0.30534264959073737,4778.123175709307,723783465.3645105,723788243.4876863,309.82655567268597,120585.28027571614,120585.67830247346,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,25.12,375.0,6.19,0.43808046160188163,3492.0075477707,830491847.2950609,830495339.3026086,296.174322992389,144436.68233538157,144436.98599486743,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,30.14,383.0,3.82,0.5476790740426114,2673.1371499668217,865334510.1232332,865337183.2603831,283.84565119092457,161496.69388292212,161496.94332546345,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,35.17,378.0,2.21,0.6475341875363886,1982.1674779641737,876781663.6507908,876783645.8182688,264.0318734547024,175602.9928862214,175603.1913816731,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,40.19,364.0,4.0,0.6994492207033725,1511.1649415277432,828780089.1390678,828781600.3040093,246.4421209939567,182506.63489993764,182506.80128756334,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,45.21,349.0,3.0,0.7267765833583929,1194.779708029197,765539392.8507617,765540587.6304697,232.41340451875834,186037.72722429968,186037.87239907237,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,50.24,338.0,3.08,0.7673335948274307,959.939289410828,727337042.525906,727338002.4651954,219.60726285803938,191158.08383770098,191158.20998286057,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,55.26,332.0,2.19,0.8206566685563803,788.8512160694896,707215461.3013095,707216250.1525255,208.7867768801463,197688.45791171107,197688.56816576055,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,60.28,330.0,1.61,0.8766291286014435,666.8806984074319,692538270.5959173,692538937.4766158,200.49830049155028,204318.88544997963,204318.98382453452,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,65.31,329.0,2.2,0.9432353433007004,563.3098974123412,687767272.8413662,687767836.1512636,191.80659373441782,211938.86049818617,211938.94729152313,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,70.33,330.0,3.53,1.0111730946605242,483.5255993175031,684677430.910179,684677914.4357784,184.4081218384917,219438.74707059574,219438.82455542887,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,75.35,332.0,13.4,1.0821866119745496,417.8758168546782,683943182.143241,683943600.0190579,177.4456051864909,227013.47707678768,227013.54642715928,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
UGC02487,80.38,333.0,15.3,1.1455377583064597,363.86430579746207,678676062.0639989,678676425.9283048,171.0187501416146,233563.656994628,233563.7196058436,,73759701581.78336,47621286573.17486,True,3.746433473810444,0.6456274300455688,formula,78457054097.06612
