galaxy,n_points_abar,chi2_abar,reduced_chi2_abar,rmse_kmps_abar,mae_kmps_abar,mean_abs_residual_kmps_abar,max_abs_residual_kmps_abar,beta_formula_abar,beta_value_abar,rs_kpc_abar,status_abar,source_file_abar,n_points_formula,chi2_formula,reduced_chi2_formula,rmse_kmps_formula,mae_kmps_formula,mean_abs_residual_kmps_formula,max_abs_residual_kmps_formula,beta_formula_formula,beta_value_formula,rs_kpc_formula,status_formula,source_file_formula,delta_chi2,improvement_ratio,classification
ESO116-G012,15,1240.468962833654,88.60492591668957,23.176307940017495,20.26396354539459,20.26396354539459,32.13719642767403,median(a_bar),1185.491162227603,5.0,success,data\raw\sparc_csv\ESO116-G012.csv,15,694.5341144568108,49.60957960405791,17.748939572642282,15.766111206558264,15.766111206558264,26.05345159036889,median(a_obs),1927.710843373494,5.0,success,data\raw\sparc_csv\ESO116-G012.csv,545.9348483768431,0.4401035936681091,improved
ESO444-G084,7,1494.993057691485,249.16550961524752,28.387553579785656,26.53166060228663,26.53166060228663,38.00763264079877,median(a_bar),303.16933701657456,5.0,success,data\raw\sparc_csv\ESO444-G084.csv,7,792.6187958587434,132.1031326431239,20.2483867555216,19.532411009172726,19.532411009172726,24.481318082261645,median(a_obs),1450.0,5.0,success,data\raw\sparc_csv\ESO444-G084.csv,702.3742618327417,0.4698177414397649,improved
ESO563-G021,30,479.8112548665972,16.545215685055073,23.68848852945674,17.538970458754527,17.538970458754527,63.38,median(a_bar),4465.040597400861,5.0,success,data\raw\sparc_csv\ESO563-G021.csv,30,486.4928954497064,16.775617084472632,23.96948004368012,18.052732101215582,18.052732101215582,63.38,median(a_obs),4391.20268104643,5.0,success,data\raw\sparc_csv\ESO563-G021.csv,-6.681640583109186,-0.013925560343445663,worsened
F561-1,6,4.438520068938445,0.8877040137876889,4.746299740437314,3.950044996313594,3.950044996313594,7.935003060798209,median(a_bar),372.01707452824746,5.0,success,data\raw\sparc_csv\F561-1.csv,6,4.406638159047073,0.8813276318094146,4.7322848535206825,3.938119544602596,3.938119544602596,7.901169674876307,median(a_obs),357.6962010689008,5.0,success,data\raw\sparc_csv\F561-1.csv,0.03188190989137141,0.007183004559219344,improved
F563-1,17,296.76715146045774,18.54794696627861,46.44998784113733,44.377531052667074,44.377531052667074,55.80906413312671,median(a_bar),156.14697624190066,5.0,success,data\raw\sparc_csv\F563-1.csv,17,68.51659676869052,4.282287298043157,21.42455192013417,16.73413882974894,16.73413882974894,46.16446408406825,median(a_obs),957.960304054054,5.0,success,data\raw\sparc_csv\F563-1.csv,228.2505546917672,0.7691233802949383,improved
F563-V1,6,1.0333433870838846,0.2066686774167769,2.074993360515366,1.5643982214890946,1.5643982214890946,4.096450878569275,median(a_bar),140.38075087800777,5.0,success,data\raw\sparc_csv\F563-V1.csv,6,1.0410256576942905,0.208205131538858,2.0826922257164027,1.570354813225764,1.570354813225764,4.116466429634176,median(a_obs),145.47881679389317,5.0,success,data\raw\sparc_csv\F563-V1.csv,-0.007682270610405828,-0.007434383097070323,worsened
F563-V2,10,118.9954002522,13.221711139133332,41.849687199684254,38.856102277008326,38.856102277008326,57.58548617671912,median(a_bar),366.5083344301131,5.0,success,data\raw\sparc_csv\F563-V2.csv,10,45.64988084179223,5.072208982421358,23.90623421906503,19.14408359283804,19.14408359283804,42.60105954577645,median(a_obs),1642.7037816969378,5.0,success,data\raw\sparc_csv\F563-V2.csv,73.34551941040777,0.6163727274748316,improved
F565-V2,7,206.2482269580123,34.37470449300205,33.967886817833296,31.802726222443937,31.802726222443937,43.161891982344926,median(a_bar),136.88976127320953,5.0,success,data\raw\sparc_csv\F565-V2.csv,7,66.68379227271166,11.113965378785275,20.46152902323139,19.72954684732604,19.72954684732604,26.67137666517374,median(a_obs),817.2745358090185,5.0,success,data\raw\sparc_csv\F565-V2.csv,139.56443468530065,0.6766818641001601,improved
F567-2,5,11.695474481828914,2.9238686204572284,8.398618797901264,7.450846306912384,7.450846306912384,11.695048478592092,median(a_bar),188.49739130434784,5.0,success,data\raw\sparc_csv\F567-2.csv,5,7.637696317179159,1.9094240792947896,6.342794388157917,5.115136210773066,5.115136210773066,10.275548388403584,median(a_obs),376.8802083333333,5.0,success,data\raw\sparc_csv\F567-2.csv,4.057778164649754,0.3469528466719554,improved
F568-1,12,248.18211001990144,22.56201000180922,50.54104968268267,46.92275834862486,46.92275834862486,63.11581914872167,median(a_bar),399.4879274891775,5.0,success,data\raw\sparc_csv\F568-1.csv,12,68.9655987714526,6.2695998883138735,27.2911643055806,23.95128072890367,23.95128072890367,43.33906661255634,median(a_obs),1991.3080840025807,5.0,success,data\raw\sparc_csv\F568-1.csv,179.21651124844885,0.7221169617506986,improved
F568-3,18,160.91610540508867,9.465653259122863,24.188937610778964,21.71191751143293,21.71191751143293,32.762403582233034,median(a_bar),432.68924740271166,5.0,success,data\raw\sparc_csv\F568-3.csv,18,88.38881741366124,5.199342200803603,16.168760367573984,13.862159856447168,13.862159856447168,26.099323773097105,median(a_obs),965.336487406399,5.0,success,data\raw\sparc_csv\F568-3.csv,72.52728799142743,0.4507149101629568,improved
F568-V1,15,357.45231934623484,25.53230852473106,45.40389955912802,43.18996445653978,43.18996445653978,56.67902578171861,median(a_bar),369.2037649063032,5.0,success,data\raw\sparc_csv\F568-V1.csv,15,135.1751430348419,9.655367359631564,23.55447081949325,20.39224821481497,20.39224821481497,36.373776816644174,median(a_obs),1816.686440677966,5.0,success,data\raw\sparc_csv\F568-V1.csv,222.27717631139294,0.6218372752985026,improved
F571-8,13,850.3123471595843,70.85936226329869,34.25515422803157,32.20276914023211,32.20276914023211,48.23158694436958,median(a_bar),1790.4438784067086,5.0,success,data\raw\sparc_csv\F571-8.csv,13,794.4473053083198,66.20394210902664,33.09346158593841,31.008075819151223,31.008075819151223,48.23158694436958,median(a_obs),2049.2746781115875,5.0,success,data\raw\sparc_csv\F571-8.csv,55.86504185126455,0.06569943625760376,improved
F571-V1,7,120.8175068686758,20.136251144779298,26.156499052118686,24.762623241698037,24.762623241698037,30.65379268723436,median(a_bar),221.1977892030848,5.0,success,data\raw\sparc_csv\F571-V1.csv,7,33.10339021618919,5.517231702698198,14.569670979908668,13.79539632028472,13.79539632028472,20.95528210337301,median(a_obs),700.2314814814814,5.0,success,data\raw\sparc_csv\F571-V1.csv,87.71411665248661,0.7260050213403976,improved
F574-1,14,526.5479089240625,40.503685301850965,28.09735414145147,26.418489084185715,26.418489084185715,34.15775022133804,median(a_bar),364.4962482269504,5.0,success,data\raw\sparc_csv\F574-1.csv,14,155.02875057110634,11.92528850546972,15.47894617770978,13.24869946286756,13.24869946286756,26.183124102236427,median(a_obs),1157.306424697539,5.0,success,data\raw\sparc_csv\F574-1.csv,371.5191583529562,0.705575223177908,improved
F574-2,5,3.3569881462025783,0.8392470365506446,7.294377305917471,7.028387976590016,7.028387976590016,10.67319703006014,median(a_bar),201.78452023121383,5.0,success,data\raw\sparc_csv\F574-2.csv,5,3.3569881462025783,0.8392470365506446,7.294377305917471,7.028387976590016,7.028387976590016,10.67319703006014,median(a_obs),138.6748844375963,5.0,success,data\raw\sparc_csv\F574-2.csv,0.0,0.0,similar
F579-V1,14,98.70302861110764,7.592540662392894,27.088098173668023,25.813089405076344,25.813089405076344,40.514512047907466,median(a_bar),780.6208149807635,5.0,success,data\raw\sparc_csv\F579-V1.csv,14,49.401211457505134,3.800093189038857,18.26917729073365,14.24465208898648,14.24465208898648,35.78092560090442,median(a_obs),1910.131031567707,5.0,success,data\raw\sparc_csv\F579-V1.csv,49.30181715360251,0.4994964982062797,improved
F583-1,25,722.0425513055909,30.08510630439962,28.60730512916864,25.55241292732273,25.55241292732273,39.53232051120049,median(a_bar),156.08329519450797,5.0,success,data\raw\sparc_csv\F583-1.csv,25,318.81039670345143,13.283766529310476,17.624363344414043,15.61070541394412,15.61070541394412,24.67614699809475,median(a_obs),815.2037325038882,5.0,success,data\raw\sparc_csv\F583-1.csv,403.2321546021395,0.5584603758781511,improved
F583-4,12,133.4158910105602,12.128717364596382,15.186319288444231,14.282189794973023,14.282189794973023,22.74942796861601,median(a_bar),325.17850306930694,5.0,success,data\raw\sparc_csv\F583-4.csv,12,69.85619396092159,6.350563087356508,11.013717797048889,10.641525062841556,10.641525062841556,15.084766272641764,median(a_obs),733.6775632183908,5.0,success,data\raw\sparc_csv\F583-4.csv,63.5596970496386,0.4764027475902979,improved
IC2574,34,5245.261423249421,158.94731585604305,15.523928425829672,13.802720751804214,13.802720751804214,25.178432429908614,median(a_bar),143.23285763613387,5.0,success,data\raw\sparc_csv\IC2574.csv,34,2974.516200677076,90.136854565972,11.280653375974785,10.259057897231648,10.259057897231648,18.357338867999864,median(a_obs),354.29912023460406,5.0,success,data\raw\sparc_csv\IC2574.csv,2270.7452225723446,0.4329136413501438,improved
IC4202,32,1660.272584171963,53.557180134579454,31.0903256578954,18.203941094174187,18.203941094174187,103.4490504524355,median(a_bar),4577.361699034203,5.0,success,data\raw\sparc_csv\IC4202.csv,32,1670.9352768360573,53.90113796245346,31.332869577243702,18.63843217448124,18.63843217448124,103.4490504524355,median(a_obs),4183.940115274781,5.0,success,data\raw\sparc_csv\IC4202.csv,-10.662692664094266,-0.006422254252552228,worsened
KK98-251,15,187.69885982087288,13.407061415776637,7.074816554905583,6.16999686426744,6.16999686426744,11.004700502825049,median(a_bar),177.04964157706092,5.0,success,data\raw\sparc_csv\KK98-251.csv,15,156.32595065646248,11.166139332604462,6.456540883093412,5.69788986868825,5.69788986868825,10.31069348212991,median(a_obs),339.4571428571429,5.0,success,data\raw\sparc_csv\KK98-251.csv,31.3729091644104,0.16714491070617365,improved
NGC0024,29,610.6693428739402,21.809619388355006,25.3715572965784,24.124781864025096,24.124781864025096,32.16668017287431,median(a_bar),2176.6304273504275,5.0,success,data\raw\sparc_csv\NGC0024.csv,29,216.3627506306677,7.727241093952418,20.49207728978154,19.00675062923958,19.00675062923958,26.87457768106382,median(a_obs),4757.399103139013,5.0,success,data\raw\sparc_csv\NGC0024.csv,394.30659224327246,0.6456957383640409,improved
NGC0055,21,790.7079480849659,39.53539740424829,15.675974419364184,14.14447089241017,14.14447089241017,21.238643784871517,median(a_bar),430.4765943012212,5.0,success,data\raw\sparc_csv\NGC0055.csv,21,530.1141752277563,26.50570876138781,11.26334297921604,10.037677963146294,10.037677963146294,17.1940366310659,median(a_obs),790.0206297502713,5.0,success,data\raw\sparc_csv\NGC0055.csv,260.5937728572096,0.32957019527671094,improved
NGC0100,21,283.2711141167246,14.163555705836233,19.70860468497583,16.67161130804116,16.67161130804116,30.511171139020924,median(a_bar),572.6412977099235,5.0,success,data\raw\sparc_csv\NGC0100.csv,21,183.04370476245543,9.152185238122772,15.111438307123027,13.18492410926478,13.18492410926478,20.809116874349456,median(a_obs),1033.7727272727273,5.0,success,data\raw\sparc_csv\NGC0100.csv,100.22740935426918,0.35382149594317447,improved
NGC0247,26,2785.874793633245,111.4349917453298,22.372519694051466,21.99942740528072,21.99942740528072,29.07824384729389,median(a_bar),449.4103549864976,5.0,success,data\raw\sparc_csv\NGC0247.csv,26,1680.7735480423069,67.23094192169228,12.930558269168309,12.611391881676989,12.611391881676989,20.674105824877,median(a_obs),1006.8534519834592,5.0,success,data\raw\sparc_csv\NGC0247.csv,1105.1012455909383,0.39668015523041583,improved
NGC0289,28,649.2601613385744,24.046672642169423,31.74352041985024,30.07038870067032,30.07038870067032,46.74119058037007,median(a_bar),465.2301695728453,5.0,success,data\raw\sparc_csv\NGC0289.csv,28,182.18232449060437,6.747493499652013,22.05712835806425,18.55641331317896,18.55641331317896,46.74119058037007,median(a_obs),983.6424961137562,5.0,success,data\raw\sparc_csv\NGC0289.csv,467.07783684797005,0.719400118259219,improved
NGC0300,25,1399.9931205544272,58.3330466897678,27.232834895315552,25.68566637908337,25.68566637908337,36.73229226807423,median(a_bar),412.2658018867924,5.0,success,data\raw\sparc_csv\NGC0300.csv,25,426.3514799858608,17.764644999410866,15.52683754445793,14.75842744916881,14.75842744916881,24.649180898552917,median(a_obs),1162.0067796610167,5.0,success,data\raw\sparc_csv\NGC0300.csv,973.6416405685663,0.6954617321140717,improved
NGC0801,13,575.959597346149,47.99663311217909,35.72512847179436,30.454457752566785,30.454457752566785,68.68792205534706,median(a_bar),3441.5983909348447,5.0,success,data\raw\sparc_csv\NGC0801.csv,13,591.6522908709035,49.30435757257529,36.00619085836772,30.831348390933066,30.831348390933066,68.68792205534706,median(a_obs),2868.271954674221,5.0,success,data\raw\sparc_csv\NGC0801.csv,-15.692693524754418,-0.027246170733262704,worsened
NGC0891,18,3701.669379913164,217.7452576419508,69.83902549549678,51.02609226933681,51.02609226933681,149.794746506911,median(a_bar),7672.427715856535,5.0,success,data\raw\sparc_csv\NGC0891.csv,18,3701.879200472427,217.7576000277898,69.840622667627,51.04637162649591,51.04637162649591,149.794746506911,median(a_obs),5549.989956087078,5.0,success,data\raw\sparc_csv\NGC0891.csv,-0.20982055926288012,-5.6682684953295915e-05,worsened
NGC1003,36,7289.30473685653,208.26584962447228,33.59952450565337,30.80289638902122,30.80289638902122,44.97812093663596,median(a_bar),194.6186893538341,5.0,success,data\raw\sparc_csv\NGC1003.csv,36,1009.2465998898992,28.835617139711403,12.467654009623333,10.918933303916312,10.918933303916312,24.54144733958753,median(a_obs),651.5332556935819,5.0,success,data\raw\sparc_csv\NGC1003.csv,6280.058136966631,0.861544188873474,improved
NGC1090,24,755.1892508950211,32.83431525630527,17.738119627493187,14.712126614746042,14.712126614746042,36.5917982336268,median(a_bar),1645.2062744877437,5.0,success,data\raw\sparc_csv\NGC1090.csv,24,761.6384173969639,33.11471379986799,17.780281562527303,14.753096155951232,14.753096155951232,36.5917982336268,median(a_obs),1634.4131394420456,5.0,success,data\raw\sparc_csv\NGC1090.csv,-6.449166501942727,-0.008539801770615014,worsened
NGC1705,14,733.9277718607574,56.45598245082749,32.62796174316545,31.764305123487382,31.764305123487382,37.5456127598171,median(a_bar),322.24443263991054,5.0,success,data\raw\sparc_csv\NGC1705.csv,14,309.23475246605244,23.787288651234803,18.64401100678921,18.09188492791801,18.09188492791801,24.00562609149848,median(a_obs),1641.2402824109563,5.0,success,data\raw\sparc_csv\NGC1705.csv,424.69301939470495,0.5786577857899602,improved
NGC2366,26,1234.1317973478567,49.36527189391427,13.463073512825522,11.81253572605864,11.81253572605864,19.706220421005757,median(a_bar),273.39292671882924,5.0,success,data\raw\sparc_csv\NGC2366.csv,26,853.3035115895196,34.13214046358078,10.644762563666108,9.272111854665708,9.272111854665708,15.744502435411498,median(a_obs),599.268771686329,5.0,success,data\raw\sparc_csv\NGC2366.csv,380.8282857583371,0.3085799155136714,improved
NGC2403,73,45106.00970070472,626.4723569542322,14.30118246978329,11.332934967986208,11.332934967986208,25.720007102291035,median(a_bar),2903.4940633245387,5.0,success,data\raw\sparc_csv\NGC2403.csv,73,39543.529302226096,549.2156847531402,12.802493721539982,10.083394623946983,10.083394623946983,24.09195041834984,median(a_obs),3197.8056426332287,5.0,success,data\raw\sparc_csv\NGC2403.csv,5562.480398478627,0.12332016144606381,improved
NGC2683,11,79.76548880823097,7.976548880823097,22.99911173707828,19.85747351931505,19.85747351931505,35.21424042407486,median(a_bar),1302.1040439052572,5.0,success,data\raw\sparc_csv\NGC2683.csv,11,62.65121364722917,6.265121364722917,19.055954875141445,15.371984561285949,15.371984561285949,33.85675601156899,median(a_obs),2050.1732501732504,5.0,success,data\raw\sparc_csv\NGC2683.csv,17.1142751610018,0.2145573908805005,improved
NGC2841,50,706.7533700947195,14.423538165198355,21.715155652307047,19.46932501759782,19.46932501759782,34.19596026512818,median(a_bar),5366.0651961550775,5.0,success,data\raw\sparc_csv\NGC2841.csv,50,1222.5131045880642,24.949247032409477,23.61062468720314,21.07877653053753,21.07877653053753,42.24023964945985,median(a_obs),7783.250522931132,5.0,success,data\raw\sparc_csv\NGC2841.csv,-515.7597344933447,-0.7297591441611694,worsened
NGC2903,34,6225.092893237519,188.6391785829551,57.34395416998386,44.6216110869351,44.6216110869351,153.82000025275502,median(a_bar),4686.78359837963,5.0,success,data\raw\sparc_csv\NGC2903.csv,34,6274.56966547609,190.13847471139667,57.485514794154525,44.96433281086532,44.96433281086532,153.82000025275502,median(a_obs),4442.239583333333,5.0,success,data\raw\sparc_csv\NGC2903.csv,-49.47677223857136,-0.007947957257363865,worsened
NGC2915,30,1119.411523193787,38.6003973515099,42.7936183040063,41.03945974941201,41.03945974941201,50.65870645745606,median(a_bar),156.23544051830063,5.0,success,data\raw\sparc_csv\NGC2915.csv,30,209.2085830501292,7.214089070694111,21.53679685476889,18.82745971164988,18.82745971164988,40.42371970127415,median(a_obs),1219.684718804921,5.0,success,data\raw\sparc_csv\NGC2915.csv,910.2029401436578,0.8131084246361541,improved
NGC2955,24,1382.4226556629874,60.1053328549125,43.882186292312326,35.08358889030717,35.08358889030717,79.8590323509568,median(a_bar),11234.73445360696,5.0,success,data\raw\sparc_csv\NGC2955.csv,24,1383.383480760035,60.14710785913194,43.95013035608895,35.49615778843417,35.49615778843417,79.8590323509568,median(a_obs),7152.9925259387055,5.0,success,data\raw\sparc_csv\NGC2955.csv,-0.9608250970475183,-0.0006950299122425206,worsened
NGC2976,27,28.039336397366,1.0784360152833077,3.655351705532062,3.025500687422635,3.025500687422635,7.369045369346566,median(a_bar),2782.7392511013213,5.0,success,data\raw\sparc_csv\NGC2976.csv,27,28.06670273322881,1.0794885666626466,3.658816048101599,3.027617831379183,3.027617831379183,7.384172784190767,median(a_obs),2446.259259259259,5.0,success,data\raw\sparc_csv\NGC2976.csv,-0.027366335862808455,-0.0009759979863638725,worsened
NGC2998,13,251.7002549933188,20.975021249443238,19.709005739304644,16.35006839222133,16.35006839222133,45.44,median(a_bar),3718.225576,5.0,success,data\raw\sparc_csv\NGC2998.csv,13,262.848286596376,21.90402388303133,19.826723760780663,16.49912270515922,16.49912270515922,45.44,median(a_obs),3663.68,5.0,success,data\raw\sparc_csv\NGC2998.csv,-11.148031603057206,-0.044290903095640974,worsened
NGC3109,25,2730.068387291465,113.75284947047771,27.630388790521398,25.151130717563237,25.151130717563237,39.09896866658445,median(a_bar),113.1647572815534,5.0,success,data\raw\sparc_csv\NGC3109.csv,25,1262.3079983016726,52.59616659590302,18.15654835627264,17.15503375876379,17.15503375876379,22.812832887035725,median(a_obs),741.2630691399662,5.0,success,data\raw\sparc_csv\NGC3109.csv,1467.7603889897925,0.5376277003983684,improved
NGC3198,43,711.5061595053583,16.940622845365674,13.354997173866105,9.721490457551887,9.721490457551887,38.88,median(a_bar),2740.306332179931,5.0,success,data\raw\sparc_csv\NGC3198.csv,43,790.5285409822189,18.82210811862426,13.48315118121673,9.462019591112808,9.462019591112808,38.88,median(a_obs),2423.0088495575224,5.0,success,data\raw\sparc_csv\NGC3198.csv,-79.02238147686069,-0.11106352407658332,worsened
NGC3521,41,1144.4634508687643,28.61158627171911,51.59372057232802,49.13675110516488,49.13675110516488,66.5494842931862,median(a_bar),20126.36903797468,5.0,success,data\raw\sparc_csv\NGC3521.csv,41,1163.399731661014,29.084993291525347,51.87212854111731,49.70093982271453,49.70093982271453,66.5494842931862,median(a_obs),12142.025316455696,5.0,success,data\raw\sparc_csv\NGC3521.csv,-18.93628079224959,-0.01654598998148436,worsened
NGC3726,12,209.5794086615448,19.05267351468589,27.37604262238856,25.038238972757096,25.038238972757096,38.99000000000001,median(a_bar),2181.7475889344114,5.0,success,data\raw\sparc_csv\NGC3726.csv,12,213.930562838184,19.44823298528945,28.152122354579276,25.655645983322547,25.655645983322547,38.99000000000001,median(a_obs),1922.9248048886416,5.0,success,data\raw\sparc_csv\NGC3726.csv,-4.351154176639199,-0.020761362981350853,worsened
NGC3741,21,2033.3818822977,101.66909411488498,22.94931703046516,20.888278235813203,20.888278235813203,32.59719863980992,median(a_bar),62.76610894941636,5.0,success,data\raw\sparc_csv\NGC3741.csv,21,775.9182488787533,38.79591244393767,13.772545991580136,13.057234333841288,13.057234333841288,17.89928169509833,median(a_obs),502.9761904761905,5.0,success,data\raw\sparc_csv\NGC3741.csv,1257.4636334189468,0.6184099722566753,improved
NGC3769,12,123.51550446333516,11.22868222393956,22.076465879607028,20.315893273476732,20.315893273476732,39.28499674646051,median(a_bar),779.5212131601876,5.0,success,data\raw\sparc_csv\NGC3769.csv,12,93.34687715486524,8.486079741351386,18.857507081333104,15.80599469261405,15.80599469261405,39.28499674646051,median(a_obs),1288.049294840312,5.0,success,data\raw\sparc_csv\NGC3769.csv,30.168627308469922,0.24424971941417523,improved
NGC3877,13,308.63051260908105,25.71920938409009,30.155586136025967,25.167651386448277,25.167651386448277,64.07000000000001,median(a_bar),5055.686628571429,5.0,success,data\raw\sparc_csv\NGC3877.csv,13,300.1401475323338,25.011678961027812,29.86632500978697,24.87322572235167,24.87322572235167,64.07000000000001,median(a_obs),3687.3620689655168,5.0,success,data\raw\sparc_csv\NGC3877.csv,8.490365076747253,0.0275098045393242,improved
NGC3893,10,138.69667329219638,15.410741476910708,27.709520459896883,23.431396574007472,23.431396574007472,57.95003744764375,median(a_bar),3104.938188229597,5.0,success,data\raw\sparc_csv\NGC3893.csv,10,135.62294251609922,15.069215835122137,27.016204357216505,22.52343572153024,22.52343572153024,57.95003744764375,median(a_obs),3584.735027960304,5.0,success,data\raw\sparc_csv\NGC3893.csv,3.0737307760971646,0.0221615320911241,improved
NGC3917,17,218.55700221632128,13.65981263852008,14.881673047035228,14.20085231331726,14.20085231331726,24.193427351055615,median(a_bar),1401.0041762452108,5.0,success,data\raw\sparc_csv\NGC3917.csv,17,130.60695391824103,8.162934619890065,11.375633809097035,10.63686994963144,10.63686994963144,23.14459881717113,median(a_obs),1955.1041666666667,5.0,success,data\raw\sparc_csv\NGC3917.csv,87.95004829808025,0.4024124022850107,improved
NGC3949,7,196.6026845794991,32.767114096583185,32.0110334348227,27.96203783133525,27.96203783133525,49.16262202506704,median(a_bar),8354.517986270024,5.0,success,data\raw\sparc_csv\NGC3949.csv,7,196.60616350081867,32.76769391680311,32.01608077992189,27.98697206139259,27.98697206139259,49.16262202506704,median(a_obs),5640.503432494279,5.0,success,data\raw\sparc_csv\NGC3949.csv,-0.003478921319555184,-1.7695187260519996e-05,worsened
NGC3953,8,69.07293117977918,9.86756159711131,18.26639069797791,17.322946655904058,17.322946655904058,24.202183713197822,median(a_bar),6368.252248779825,5.0,success,data\raw\sparc_csv\NGC3953.csv,8,69.07293117977918,9.86756159711131,18.26639069797791,17.322946655904058,17.322946655904058,24.202183713197822,median(a_obs),5247.613046888007,5.0,success,data\raw\sparc_csv\NGC3953.csv,0.0,0.0,similar
NGC3972,10,86.37120662800334,9.596800736444814,14.603781655526335,13.675945385124246,13.675945385124246,23.21814975110661,median(a_bar),1960.3350696361863,5.0,success,data\raw\sparc_csv\NGC3972.csv,10,66.63452806454636,7.403836451616262,12.905584292661617,12.13563927028079,12.13563927028079,19.61842656938329,median(a_obs),2522.021838807611,5.0,success,data\raw\sparc_csv\NGC3972.csv,19.736678563456977,0.2285099321173306,improved
