galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC4157,1.74,96.4,148.01974530446944,12.1,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7284976463113577,5084429.9645414725,0.27150235368864223,0.7449816598209904,0.599321603110757,0.08435321826013335,144794821.28227997,326.246592,148.01974530446944,0.5354745363534174,0.14538259696028724
NGC4157,3.5,157.0,223.45501605468607,10.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7284976463113577,5084429.9645414725,0.27150235368864223,0.7449816598209904,0.599321603110757,0.08435321826013335,144794821.28227997,326.246592,223.45501605468607,0.423280357036217,0.11492161320550176
NGC4157,5.24,192.0,242.04169165662347,8.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,0.7284976463113577,5084429.9645414725,0.27150235368864223,0.7449816598209904,0.599321603110757,0.08435321826013335,144794821.28227997,326.246592,242.04169165662347,0.2606338107115806,0.07076269305903418
NGC4157,8.72,201.0,254.82678999665637,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.6303626802725486,1945872.5131551363,0.3696373197274514,0.46532293401608477,0.5455678236327723,0.16799303437599042,160860585.10627592,844.5563279999999,254.82678999665637,0.26779497510774314,0.09898701683530574
NGC4157,10.47,194.0,236.26904007931296,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.6303626802725486,1945872.5131551363,0.3696373197274514,0.46532293401608477,0.5455678236327723,0.16799303437599042,160860585.10627592,844.5563279999999,236.26904007931296,0.21788164989336575,0.08053718908437867
NGC4157,12.19,190.0,216.51426142404569,6.0,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,0.6303626802725486,1945872.5131551363,0.3696373197274514,0.46532293401608477,0.5455678236327723,0.16799303437599042,160860585.10627592,844.5563279999999,216.51426142404569,0.13954874433708256,0.05158242382809056
NGC4157,15.68,184.0,187.18058499748312,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5596220460445125,481672.8273706726,0.44037795395548757,0.29084163565412097,0.44427513265950175,0.21861695634379993,94187192.38454579,1363.3658639999996,187.18058499748312,0.017285788029799583,0.007612279965071399
NGC4157,17.42,182.0,178.4644572456936,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5596220460445125,481672.8273706726,0.44037795395548757,0.29084163565412097,0.44427513265950175,0.21861695634379993,94187192.38454579,1363.3658639999996,178.4644572456936,0.019426059089595556,0.008554808155294493
NGC4157,19.16,181.0,169.2039024372665,6.6,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,0.5596220460445125,481672.8273706726,0.44037795395548757,0.29084163565412097,0.44427513265950175,0.21861695634379993,94187192.38454579,1363.3658639999996,169.2039024372665,0.06517180973885915,0.02870022822837511
NGC4157,22.65,185.0,155.37222821341015,6.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,0.5222639898896418,102222.77193109095,0.47773601011035816,0.171298365877357,0.4095325953089992,0.25739997502952533,48241149.393726125,2597.0293439999996,155.37222821341015,0.1601501177653505,0.07650947827992255
