galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC2403,0.16,24.5,23.21,2.83,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,23.21,0.05265306122448976,0.007897959183673465
NGC2403,0.26,35.3,35.33,2.46,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,35.33,0.0008498583569405422,0.00012747875354108135
NGC2403,0.36,43.2,47.00922569028339,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,47.00922569028339,0.08817652060841166,0.013226478091261751
NGC2403,0.46,52.0,56.726241722856976,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,56.726241722856976,0.0908892639010957,0.013633389585164357
NGC2403,0.56,60.9,63.8246229914443,2.93,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,63.8246229914443,0.04802336603356818,0.0072035049050352285
NGC2403,0.66,65.8,67.62657465819188,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,67.62657465819188,0.027759493285591,0.004163923992838651
NGC2403,0.76,71.7,70.9087053893949,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,70.9087053893949,0.011036187037728126,0.001655428055659219
NGC2403,0.86,74.6,72.89295164829038,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,72.89295164829038,0.022882685679753573,0.0034324028519630363
NGC2403,0.96,74.6,74.9778453944897,1.03,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,74.9778453944897,0.005064951668762881,0.0007597427503144322
NGC2403,1.06,76.6,77.24371366007722,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,77.24371366007722,0.008403572585864555,0.0012605358878796833
NGC2403,1.16,78.5,79.61182952300493,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,79.61182952300493,0.014163433414075522,0.0021245150121113284
NGC2403,1.27,83.4,82.34121021699889,1.8,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,82.34121021699889,0.012695321139102125,0.001904298170865319
NGC2403,1.36,86.4,85.36800454502846,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,85.36800454502846,0.0119443918399485,0.0017916587759922752
NGC2403,1.47,87.4,88.12843581954691,1.41,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,61519250.776156016,0.15000000000000002,1427879560.290768,0.6464145000000002,88.12843581954691,0.008334505944472569,0.0012501758916708854
NGC2403,1.67,93.3,94.184948372869,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,93268033.53302631,0.15,3561086819.4757366,1.6142475000000005,94.184948372869,0.009484977201168324,0.0014227465801752485
NGC2403,1.77,93.3,97.07252958484186,1.41,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,93268033.53302631,0.15,3561086819.4757366,1.6142475000000005,97.07252958484186,0.04043440069498245,0.006065160104247367
NGC2403,1.87,95.2,99.42995625061896,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,93268033.53302631,0.15,3561086819.4757366,1.6142475000000005,99.42995625061896,0.04443231355692179,0.006664847033538268
