galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC0100,0.23,6.81,9.708166665236027,8.19,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,5899834.097561106,0.15000000000000008,18955537.805574536,8.502312,9.708166665236027,0.4255751343958924,0.0638362701593839
NGC0100,0.69,20.0,23.848224252551802,4.09,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,5899834.097561106,0.15000000000000008,18955537.805574536,8.502312,23.848224252551802,0.1924112126275901,0.028861681894138527
NGC0100,1.15,33.0,34.888313229504234,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,5899834.097561106,0.15000000000000008,18955537.805574536,8.502312,34.888313229504234,0.05722161301527983,0.00858324195229198
NGC0100,2.05,49.9,46.864233696925,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,10781311.472398482,0.15000000000000008,66121445.26683974,25.7415465,46.864233696925,0.06083700006162326,0.009125550009243493
NGC0100,2.51,55.5,50.432261499956546,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,10781311.472398482,0.15000000000000008,66121445.26683974,25.7415465,50.432261499956546,0.09131060360438656,0.01369659054065799
NGC0100,2.97,61.9,53.637107490989855,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,10781311.472398482,0.15000000000000008,66121445.26683974,25.7415465,53.637107490989855,0.13348776266575352,0.020023164399863038
NGC0100,3.88,73.1,56.365657097207695,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,4307424.8741453625,0.14999999999999997,56584745.922046766,59.891286,56.365657097207695,0.22892397951836252,0.03433859692775437
NGC0100,4.34,76.1,55.843868956224725,3.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,4307424.8741453625,0.14999999999999997,56584745.922046766,59.891286,55.843868956224725,0.2661778060942874,0.0399266709141431
NGC0100,4.79,77.8,55.34125766550666,5.34,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,4307424.8741453625,0.14999999999999997,56584745.922046766,59.891286,55.34125766550666,0.28867278064901464,0.04330091709735218
NGC0100,5.24,79.0,54.778101463997444,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,4307424.8741453625,0.14999999999999997,56584745.922046766,59.891286,54.778101463997444,0.3066063105823108,0.045990946587346614
NGC0100,6.16,79.8,52.07020261147444,7.15,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,4,2.2873809111976158,0.04532009734413123,0.00917294638978738,25935.696668389006,1852030.1872016676,1574225.6591214174,0.15,62387592.79988361,63.907487999999994,52.07020261147444,0.3474911953449318,0.052123679301739764
NGC0100,7.16,83.4,49.460630808755354,5.12,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,4,2.2873809111976158,0.04532009734413123,0.00917294638978738,25935.696668389006,1852030.1872016676,1574225.6591214174,0.15,62387592.79988361,63.907487999999994,49.460630808755354,0.40694687279669844,0.06104203091950476
NGC0100,7.98,86.1,47.76544462265583,5.53,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,615861.992364252,0.15000000000000008,44602609.57440755,99.14783999999992,47.76544462265583,0.4452329312118951,0.0667849396817843
