galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC4183,0.87,47.1,39.23971967280092,8.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,289188.2446179851,0.1500000000000001,20157264.172208067,91.6083,39.23971967280092,0.16688493263692308,0.02503273989553848
NGC4183,1.74,65.9,49.12124591253768,6.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,289188.2446179851,0.1500000000000001,20157264.172208067,91.6083,49.12124591253768,0.25460931847439033,0.038191397771158576
NGC4183,2.61,76.1,58.009813824903794,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,289188.2446179851,0.1500000000000001,20157264.172208067,91.6083,58.009813824903794,0.23771598127590277,0.03565739719138544
NGC4183,3.5,85.7,61.092308026461076,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,1,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,289188.2446179851,0.1500000000000001,20157264.172208067,91.6083,61.092308026461076,0.28713759595728033,0.04307063939359208
NGC4183,5.24,99.3,72.29271747555214,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,378667.8180029729,0.15000000000000008,54854907.64676892,170.65367549999993,72.29271747555214,0.27197666187762193,0.04079649928164331
NGC4183,6.11,103.0,76.5028267451602,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,378667.8180029729,0.15000000000000008,54854907.64676892,170.65367549999993,76.5028267451602,0.25725410927028924,0.03858811639054341
NGC4183,6.98,107.0,80.57107421401305,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2,2.313231800490897,0.07661117690596875,0.087346576903419,367073.90504997165,445491.5505917329,378667.8180029729,0.15000000000000008,54854907.64676892,170.65367549999993,80.57107421401305,0.24699930641109297,0.03704989596166396
NGC4183,8.72,114.0,87.84098929315404,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,139121.68380256114,0.15,45504725.85878243,377.11101149999996,87.84098929315404,0.22946500620040317,0.03441975093006047
NGC4183,9.6,115.0,86.74577396046449,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,139121.68380256114,0.15,45504725.85878243,377.11101149999996,86.74577396046449,0.24568892208291748,0.036853338312437624
NGC4183,10.47,111.0,83.76407344440693,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,139121.68380256114,0.15,45504725.85878243,377.11101149999996,83.76407344440693,0.24536870770804564,0.03680530615620684
NGC4183,11.35,110.0,82.28385625382418,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,3,2.2263940251933363,0.05723513055212903,0.008392764894989373,21858.69536606532,163672.5691794837,139121.68380256114,0.15,45504725.85878243,377.11101149999996,82.28385625382418,0.25196494314705287,0.03779474147205793
NGC4183,13.12,109.0,75.16619253361182,4.8,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,4,2.198761539386639,0.043668722036945606,0.0010095344421102595,1836.768690935852,53818.74218015456,45745.93085313137,0.15000000000000002,41664180.60558628,423.70836750000035,75.16619253361182,0.3104019033613594,0.04656028550420392
NGC4183,14.05,108.0,72.77158373980876,4.4,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,4,2.198761539386639,0.043668722036945606,0.0010095344421102595,1836.768690935852,53818.74218015456,45745.93085313137,0.15000000000000002,41664180.60558628,423.70836750000035,72.77158373980876,0.3261890394462152,0.04892835591693229
NGC4183,14.98,109.0,71.43252550484269,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,4,2.198761539386639,0.043668722036945606,0.0010095344421102595,1836.768690935852,53818.74218015456,45745.93085313137,0.15000000000000002,41664180.60558628,423.70836750000035,71.43252550484269,0.34465572931336985,0.05169835939700548
NGC4183,16.95,110.0,67.05411098508428,4.9,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,5,2.139056581119445,0.05970495826719402,0.0023686115914218317,3336.44649622772,18333.90024375425,15583.815207191114,0.15,23592823.32145745,771.9168105000002,67.05411098508428,0.3904171728628702,0.058562575929430524
NGC4183,17.88,109.0,66.11756952580758,4.9,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,5,2.139056581119445,0.05970495826719402,0.0023686115914218317,3336.44649622772,18333.90024375425,15583.815207191114,0.15,23592823.32145745,771.9168105000002,66.11756952580758,0.3934167933412148,0.05901251900118222
NGC4183,18.93,110.0,64.36052516877095,5.3,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,5,2.139056581119445,0.05970495826719402,0.0023686115914218317,3336.44649622772,18333.90024375425,15583.815207191114,0.15,23592823.32145745,771.9168105000002,64.36052516877095,0.41490431664753685,0.06223564749713052
NGC4183,19.97,112.0,62.498730387104665,10.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,5,2.139056581119445,0.05970495826719402,0.0023686115914218317,3336.44649622772,18333.90024375425,15583.815207191114,0.15,23592823.32145745,771.9168105000002,62.498730387104665,0.44197562154370834,0.06629634323155625
NGC4183,21.02,113.0,61.12805738774953,11.5,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,5,2.139056581119445,0.05970495826719402,0.0023686115914218317,3336.44649622772,18333.90024375425,15583.815207191114,0.15,23592823.32145745,771.9168105000002,61.12805738774953,0.4590437399314201,0.06885656098971302
