galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
IC4202,0.77,35.1,135.41353846643253,3.96,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,135.41353846643253,2.8579355688442316,0.4286903353266348
IC4202,1.59,77.9,181.3490504524355,3.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,181.3490504524355,1.3279724063213798,0.199195860948207
IC4202,2.36,115.0,186.30282982284513,6.7,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,186.30282982284513,0.620024607155175,0.09300369107327627
IC4202,3.13,156.0,188.001365154618,3.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,188.001365154618,0.20513695611934607,0.030770543417901915
IC4202,3.95,192.0,196.11701252058683,3.14,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,196.11701252058683,0.021442773544723053,0.0032164160317084585
IC4202,4.73,204.0,204.51862726900941,2.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,1,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,22271.00850637138,0.15000000000000002,491519152.1122285,51.010212,204.51862726900941,0.0025422905343598736,0.0003813435801539811
IC4202,6.27,220.0,207.24817610777666,3.25,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2,2.164974798656946,0.026262016339137828,2.8820027976789913e-06,65.86853155217779,8119.366791578804,6901.461772841983,0.15000000000000008,870273012.8993666,112.736884,207.24817610777666,0.057962835873742465,0.008694425381061374
IC4202,7.08,231.0,213.0514801638327,3.49,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2,2.164974798656946,0.026262016339137828,2.8820027976789913e-06,65.86853155217779,8119.366791578804,6901.461772841983,0.15000000000000008,870273012.8993666,112.736884,213.0514801638327,0.07769922006998828,0.011654883010498248
IC4202,7.86,235.0,222.65660376463126,4.65,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2,2.164974798656946,0.026262016339137828,2.8820027976789913e-06,65.86853155217779,8119.366791578804,6901.461772841983,0.15000000000000008,870273012.8993666,112.736884,222.65660376463126,0.05252509036327125,0.007878763554490692
IC4202,8.66,245.0,231.89626344553292,6.0,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2,2.164974798656946,0.026262016339137828,2.8820027976789913e-06,65.86853155217779,8119.366791578804,6901.461772841983,0.15000000000000008,870273012.8993666,112.736884,231.89626344553292,0.0534846389978248,0.008022695849673725
IC4202,9.45,246.0,238.70599762050387,5.57,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2,2.164974798656946,0.026262016339137828,2.8820027976789913e-06,65.86853155217779,8119.366791578804,6901.461772841983,0.15000000000000008,870273012.8993666,112.736884,238.70599762050387,0.029650416176813556,0.004447562426522036
IC4202,11.02,240.0,244.92552521123642,7.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,3,2.155885529634726,0.01678423076007496,1.2473450227668306e-09,0.023226709147853,5162.726590852484,4388.317602224612,0.15,1109429325.3433073,157.255644,244.92552521123642,0.02052302171348508,0.0030784532570227617
IC4202,11.79,240.0,245.14606523458622,4.85,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,3,2.155885529634726,0.01678423076007496,1.2473450227668306e-09,0.023226709147853,5162.726590852484,4388.317602224612,0.15,1109429325.3433073,157.255644,245.14606523458622,0.021441938477442572,0.003216290771616386
IC4202,12.47,246.0,244.03631266678326,7.68,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,3,2.155885529634726,0.01678423076007496,1.2473450227668306e-09,0.023226709147853,5162.726590852484,4388.317602224612,0.15,1109429325.3433073,157.255644,244.03631266678326,0.00798246883421439,0.0011973703251321585
IC4202,13.34,241.0,241.6927334447604,6.21,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,3,2.155885529634726,0.01678423076007496,1.2473450227668306e-09,0.023226709147853,5162.726590852484,4388.317602224612,0.15,1109429325.3433073,157.255644,241.6927334447604,0.0028744126338605502,0.0004311618950790825
IC4202,14.11,250.0,239.12264008244807,5.62,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,3,2.155885529634726,0.01678423076007496,1.2473450227668306e-09,0.023226709147853,5162.726590852484,4388.317602224612,0.15,1109429325.3433073,157.255644,239.12264008244807,0.04350943967020771,0.006526415950531157
IC4202,14.98,244.0,236.18659000883179,7.41,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,4,2.131406337136796,0.04070731405410477,0.00011683730347461101,4595.049909309406,8720.116882461789,7412.099350092521,0.15,966131539.4156538,212.28601199999986,236.18659000883179,0.0320221720949517,0.004803325814242755
IC4202,15.75,248.0,233.40705280689355,5.08,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,4,2.131406337136796,0.04070731405410477,0.00011683730347461101,4595.049909309406,8720.116882461789,7412.099350092521,0.15,966131539.4156538,212.28601199999986,233.40705280689355,0.058842529004461505,0.008826379350669225
IC4202,16.52,249.0,230.50526544962048,5.22,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,4,2.131406337136796,0.04070731405410477,0.00011683730347461101,4595.049909309406,8720.116882461789,7412.099350092521,0.15,966131539.4156538,212.28601199999986,230.50526544962048,0.07427604237100209,0.011141406355650313
IC4202,17.1,246.0,228.11197097039866,6.35,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,4,2.131406337136796,0.04070731405410477,0.00011683730347461101,4595.049909309406,8720.116882461789,7412.099350092521,0.15,966131539.4156538,212.28601199999986,228.11197097039866,0.07271556516098106,0.010907334774147159
IC4202,17.88,241.0,224.71569282095098,16.2,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,4,2.131406337136796,0.04070731405410477,0.00011683730347461101,4595.049909309406,8720.116882461789,7412.099350092521,0.15,966131539.4156538,212.28601199999986,224.71569282095098,0.06756973933215363,0.010135460899823043
IC4202,19.62,234.0,217.1471986924998,20.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,217.1471986924998,0.07202051840812046,0.010803077761218069
IC4202,20.78,249.0,212.86505467079374,10.0,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,212.86505467079374,0.1451202623662902,0.02176803935494353
IC4202,22.13,236.0,208.49436083501155,16.1,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,208.49436083501155,0.11654931849571377,0.017482397774357065
IC4202,23.0,245.0,205.49872846321944,22.1,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,205.49872846321944,0.16122967974196148,0.02418445196129422
IC4202,23.58,243.0,203.54549786227156,4.2,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,203.54549786227156,0.16236420632810059,0.024354630949215087
IC4202,25.03,238.0,197.70218966920928,7.76,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,5,2.0744709015265164,0.05693543561027958,0.0005677164236930717,14711.183218707003,15925.68573214737,13536.832872325265,0.15,455127941.0101831,491.68883199999993,197.70218966920928,0.1693185308016417,0.025397779620246252
