r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.22,10.7,4.9,6.464110429601799,143.04090909090908,500.981259968102,67.7579536182843,2.2062325471610196,0.487488364774013,0.32780606678521895,37178.30325705228,46.88965293675799,0.3278058929767949,189.93056202766707
0.76,24.7,4.9,20.470180955763812,413.57078947368416,373.27467546110313,68.01978323683164,2.2071231710175265,0.48808211401168433,0.33317095029426147,10764.516371738595,137.7822478443625,0.33315275486381923,551.3530373180466
1.31,38.9,4.9,31.096016118945155,549.9103053435115,114.77479836670138,68.59437791406519,2.2091425776685734,0.4894283851123822,0.34247479185062324,4679.289603625087,188.2287927249594,0.3422899896509102,738.1390980684708
1.94,42.7,7.89,26.199860067185213,549.0050515463918,-60.55700181274584,70.9487078149313,2.2184211555708115,0.4956141037138744,0.35658878798691107,-2046.0018328637216,-195.17377961851219,0.3555045241728886,353.8312719278796
3.92,55.0,4.9,30.99182718053272,391.85653061224485,-78.9066794702918,74.72215154923383,2.2346176877984685,0.5064117918656457,0.3762645306964442,-1321.24498585182,-146.83271632959006,0.3747103974512701,245.0238142826548
4.35,57.2,4.9,30.64019267839638,358.83995402298854,-60.21565797430078,79.32042796069955,2.2554583785515323,0.5203055857010215,0.4012274196002155,-1015.2432375309359,-143.01894083465396,0.39855913264745224,215.82101318833458
5.0,59.8,4.9,30.6087504428799,326.82362,-50.43795412053521,84.66414758671841,2.280908495783143,0.5372723305220954,0.43098308704170407,-807.6401401782269,-139.44449926509995,0.4266659162061174,187.37912073490006
5.05,62.5,3.43,29.682038154920075,323.5333861386139,-59.09345194155692,90.57132978604932,2.310335222086767,0.5568901480578446,0.4643508471375397,-982.6419219602168,-149.07330910294436,0.46076638606649317,174.4600770356695
5.83,61.8,3.98,28.581813722744247,277.77605488850776,-55.99075116587062,96.32121932194072,2.3391996850846546,0.5761331233897697,0.49980984051176014,-864.0272346279489,-137.65254276472535,0.4955522275668275,140.1235121237824
6.09,64.4,4.9,28.27487581192617,265.30300492610843,-21.54519678294952,101.66644040578427,2.3665772738114073,0.5943848492076048,0.5313298758386614,-355.9078837156864,-134.02737238426155,0.505186032180791,131.27563254184687
6.74,67.2,4.9,28.07322180369387,258.1699258160237,-38.066804516612976,107.27277678959727,2.3949671255775273,0.6133114170516849,0.5580397565856366,-586.5680729844382,-141.24028450454108,0.5470826396920891,116.92964131148261
7.29,69.9,4.9,26.05697141075693,219.62283950617285,-70.0856114724561,112.56634811472405,2.4222281945491075,0.6314854630327383,0.5791878907593666,-975.1260302550613,-126.48624703689933,0.5759248324140906,93.13659246927352
