r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.49,13.8,1.6,10.526787116860058,337.8034693877552,-135.49764584621732,51.59027981514534,2.1519325215442935,0.45128834769619564,0.33056680578286246,-6062.12710056711,-111.65398570675333,0.33052942265252117,226.14948368100184
0.99,21.6,0.8,13.248806737457551,270.0546464646465,-146.11639004496158,56.09895429655983,2.1682125057443584,0.46214167049623894,0.3435431566758512,-3282.3499732423875,-92.75072730656514,0.34345169957557964,177.30391915808138
1.48,28.9,0.7,13.514617155910685,193.1482432432432,-114.68644645983302,61.562705290709914,2.188814290379376,0.47587619358625055,0.3611738091096325,-2346.549867306067,-69.7395426548409,0.36106744479686365,123.4087005884023
1.97,34.3,0.5,13.835451125046708,157.66192893401015,-63.50585237427337,67.82129158297363,2.2133578847988375,0.49223858986589164,0.38387989363648134,-1604.7593132588254,-60.4945645514943,0.38369798568692176,97.16736438251584
2.47,38.2,0.4,13.7602163813307,130.27744939271255,-41.063919480163136,74.80230337632682,2.2418628259992306,0.511241883999487,0.4119266646674867,-1074.0230139467749,-53.620139732371776,0.41158419958574327,76.65730966034079
2.96,42.0,0.2,13.912180114482629,117.00864864864865,-20.71088774998115,82.40080678863886,2.2741186395203266,0.5327457596802176,0.44245317688935476,-553.7841435466737,-51.62055556155207,0.4411687183616426,65.38809308709658
3.46,44.6,0.2,14.153784364212207,109.77367052023122,-20.724501256146816,90.22226825660296,2.309293023839461,0.5561953492263072,0.4741456085669526,-519.0406963053288,-51.874938777856094,0.4725626694635812,57.898731742375126
3.95,46.3,0.2,13.738057792325264,96.4913924050633,-29.578184663960876,97.99118293987557,2.3463057069333395,0.580870471288893,0.5056905193655459,-677.4422342695595,-48.710574201197744,0.5048178183263703,47.78081820386555
4.44,47.4,0.3,12.913907936568041,80.78704954954955,-29.15194014661038,104.70532609228523,2.379771098811015,0.6031807325406765,0.5358927056724808,-636.0685370528197,-43.2264598661813,0.5350666982790229,37.56058968336825
4.94,48.2,0.6,12.118708306900736,67.63097165991901,-24.319210345453453,110.10988342947697,2.408453081992479,0.6223020546616528,0.5614405904386232,-513.0671889286442,-37.90160100652936,0.5604178097147089,29.72937065338965
5.43,47.4,0.7,11.363877264326547,56.71103130755065,-20.094138207860002,114.24752826716897,2.4319743090552204,0.6379828727034802,0.581913043111698,-407.0221530498084,-32.92876492105381,0.5806412643507964,23.782266386496836
5.92,45.5,1.3,10.711969997684678,47.93871621621622,-17.90268385986617,117.4300965921254,2.451173735683009,0.6507824904553393,0.5970448092806163,-344.5152014597007,-28.55589506228097,0.5956750058446783,19.38282115393525
