r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.7,305.0,10.0,271.6061226957284,46583.55394117646,-13654.350798204754,50.59903327124159,2.1482744298110825,0.448849619874055,0.33116724033691686,-3189.9053315869437,-3189.5034201134804,0.06846844326521408,43394.05052106298
3.41,257.0,10.0,271.1389201022183,23234.61407624633,-6819.05755644083,53.320865194286334,2.1574913743613373,0.45499424957422485,0.3438892043555709,-1675.8197529996587,-1675.5777143116877,0.07211558189919313,21559.036361934643
6.82,256.0,10.0,271.18708470278705,11669.979252199413,-1727.5058744927946,56.429945274847356,2.1681648291384867,0.46210988609232445,0.35989453279374584,-886.7674653037179,-886.6310249858363,0.07597537286270112,10783.348227213577
13.67,271.0,10.0,262.5061287725466,5510.403803950257,-643.1963463155233,59.89944908879119,2.180237529516665,0.4701583530111101,0.37902733813331835,-469.605839871716,-469.4771292502691,0.08519831684816163,5040.926674699987
19.49,282.0,10.0,248.84989084405956,3520.6815443817345,-273.2904891547122,63.23957386353263,2.191778556334153,0.47785237088943544,0.40103021749514717,-343.5310128389039,-343.3460814212229,0.09752261801955103,3177.3354629605114
23.36,287.0,10.0,245.98964714596116,2862.2189640410957,-153.0421650748825,66.50315089435605,2.2030063746897737,0.48533758312651576,0.42264838739398725,-271.9291854626883,-271.85481579646915,0.09498043972591255,2590.3641482446264
27.24,283.0,10.0,239.73193756937053,2334.604765051395,-124.53868938552716,69.5455798259558,2.2137011188831135,0.49246741258874227,0.44291744086114193,-224.8337589118962,-224.78824923771737,0.09628535527844208,2109.8165158136776
31.22,280.0,10.0,230.56860467644395,1883.3448654708523,-99.03687484433408,72.2650924130338,2.22351564620073,0.4990104308004868,0.46111874394979985,-180.55393285119538,-180.52995635995222,0.09585602704516796,1702.8149091109
35.1,280.0,10.0,223.53742940723575,1556.174928774929,-71.56139431456491,74.40691455857447,2.2314170352968157,0.5042780235312104,0.4771063683171863,-132.56081681639174,-132.55719811980336,0.08518142508834572,1423.6177306551256
38.97,281.0,10.0,219.1262624935258,1328.7440595329742,-53.58639002674209,76.01701146087936,2.2374770410929483,0.5083180273952989,0.4906939226022037,-96.60886401296374,-96.60859855320608,0.07270670213732656,1232.1354609797681
42.85,282.0,10.0,212.99712606465874,1140.8804060676778,-48.594475893474154,77.31062856420765,2.242478846289192,0.5116525641927945,0.5025782392691934,-82.12265471980854,-82.12251314342728,0.07198170176879672,1058.7578929242504
46.73,287.0,10.0,204.18500612739254,951.6509265996149,-36.87276774557503,78.32152132601367,2.2464499602354895,0.5142999734903263,0.5134677007141628,-59.472105255191636,-59.47209657086825,0.06249360443894126,892.1788300287466
50.71,292.0,10.0,203.63673110191831,851.060451587458,-21.65241759027707,79.08031104608881,2.249470480380353,0.516313653586902,0.5236672602889421,-33.31408491684312,-33.31408491668325,0.0391442051555133,817.7463666707748
54.58,298.0,10.0,202.84706186082965,781.6794485159398,-19.099179587482585,80.27363340929676,2.254340820045832,0.5195605466972214,0.5334548341599152,-27.796515104965707,-27.79651510496052,0.03555999221641772,753.8829334109794
58.46,298.0,10.0,198.4971757995656,703.041809784468,-21.027361220980747,81.81894781275355,2.260753332754113,0.5238355551694086,0.5430854892986352,-29.057396503754127,-29.057396503529688,0.04133096509927032,673.9844132809383
62.34,298.0,10.0,192.2286371802096,618.5071254411291,-19.52842310308769,83.1413236145908,2.266295528080647,0.5275303520537648,0.5528075257917415,-25.760109846789078,-25.76010984663662,0.04164884895750247,592.7470155944925
66.21,298.0,10.0,187.90190093805387,551.6965307355385,-14.579942221818053,84.2406822102996,2.270946704378615,0.5306311362524099,0.5616462679476957,-18.436836185860184,-18.43683618586009,0.03341843778005916,533.2596945496784
70.19,298.0,10.0,185.28586837410654,504.0545789998575,-12.350123089638632,85.29274728336217,2.2754119090647666,0.5336079393765111,0.5690607708202801,-14.941414458658794,-14.941414458658794,0.029642453577756345,489.11316454119867
74.07,298.0,10.0,180.49871306226981,454.6245632509789,-12.739694780638827,86.29760607422695,2.2796955113970743,0.5364636742647162,0.5746000548926284,-14.77326829842571,-14.773268298425698,0.032495534761217915,439.8512949525532
