galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
UGC04278,2,1.52,2.63,2.075,0.35,2.051399173508928,31.76649967257124,42.42,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.15897455876191513,0.5407970680159593,2.275803079666416,7.161555115979354,7.153712646565075e-06,0.003852785192769321,31.76649990621287,UGC04278_segment_structure_v8.csv
UGC04278,3,2.91,4.01,3.46,0.35,2.0271909081790485,33.98739353469354,55.120000000000005,6.544,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.02420826532987963,0.9106408043821265,3.7422810976822483,10.903836213661602,3.917305807886942e-06,0.0036815591935060368,33.9873937340892,UGC04278_segment_structure_v8.csv
UGC04278,4,4.29,5.4,4.845000000000001,0.35,2.0179741780578375,36.39439984531107,75.44,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.009216730121210936,0.9649889999461922,3.929647296255684,14.833483509917286,2.7177903049280356e-06,0.0036287317381388687,36.394400026213816,UGC04278_segment_structure_v8.csv
UGC04278,5,5.68,6.69,6.1850000000000005,0.35,2.013345256568873,48.335042283998504,89.08000000000001,10.664,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.004628921488964544,0.9822604571763316,3.9816508365127583,18.815134346430046,2.115379398273117e-06,0.003617128913699266,48.33504241934153,UGC04278_segment_structure_v8.csv
UGC05721,1,0.27,0.99,0.63,0.35,2.240054788125141,41.56777150931113,51.52,5.208,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0,1.0,5.01784545380237,5.01784545380237,5.4374657824926053e-05,0.005852865488775854,41.56777192136153,UGC05721_segment_structure_v8.csv
UGC05721,2,1.17,1.71,1.44,0.35,2.0815725125161197,45.20426179596009,76.89999999999999,8.2275,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.15848227560902117,0.6005557496929407,2.6021745072845244,7.620019961086895,1.5804890070813192e-05,0.0047706437408352965,45.20426204769567,UGC05721_segment_structure_v8.csv
UGC05721,3,1.89,2.67,2.28,0.35,2.045672958188165,39.45641091235627,82.1,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.035899554327954775,0.8909179140993614,3.728293554750383,11.348313515837278,9.389057225954082e-06,0.004626775386289603,39.45641118363095,UGC05721_segment_structure_v8.csv
UGC05721,4,3.15,4.49,3.8200000000000003,0.35,2.024065213160602,32.80303406408797,78.525,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.02160774502756313,0.9328409046400044,3.821699919756776,15.170013435594054,4.471153647465859e-06,0.004132772306009561,32.8030343244268,UGC05721_segment_structure_v8.csv
UGC05721,5,4.93,6.74,5.835,0.35,2.014325174547936,31.605710564737638,78.7,4.57,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.009740038612665813,0.9691483969034839,3.9323253469569646,19.10233878255102,2.4130436443281795e-06,0.0037523472206946584,31.60571078748393,UGC05721_segment_structure_v8.csv
UGC05750,1,0.31,4.09,2.1999999999999997,0.35,2.0477625270548008,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,4.193331367209864,4.193331367209864,3.726268762509624e-06,0.002863178527008257,19.5518616551651,UGC05750_segment_structure_v8.csv
UGC05750,2,4.82,22.85,13.835,0.35000000000000003,2.0050678571935654,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.04269466986123538,0.8322746323161756,3.345991300650631,7.539322667860495,1.6940817283897133e-07,0.0015309350316806943,41.68115764715916,UGC05750_segment_structure_v8.csv
UGC05986,1,0.63,3.13,1.88,0.35,2.0581929576679445,53.532946336351,65.62,2.6319999999999997,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.0,1.0,4.236158250993921,4.236158250993921,5.154859490516712e-06,0.003113058920446482,53.53294642686662,UGC05986_segment_structure_v8.csv
UGC05986,2,3.77,6.28,5.025,0.35,2.0171899256490904,72.79067351019327,113.0,3.068,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.041003032018854135,0.8950601619245337,3.6420492027370974,7.878207453731019,1.3418860412297228e-06,0.0025967243514049307,72.79067355651087,UGC05986_segment_structure_v8.csv
UGC05986,3,6.9,9.41,8.155000000000001,0.35,2.009548040049137,59.828755730292514,111.6,4.101999999999999,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.00764188559995338,0.9795498059220491,3.9556996475218993,11.833907101252919,7.653156239919264e-07,0.002498229155552821,59.828755782450955,UGC05986_segment_structure_v8.csv
UGC06667,1,0.87,3.5,2.185,0.35,2.048173842196159,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,4.195016087856576,4.195016087856576,3.779123657226717e-06,0.0028735666324343997,14.461322382355826,UGC06667_segment_structure_v8.csv
UGC06667,2,4.37,7.85,6.109999999999999,0.35,2.013544652617083,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.03462918957907579,0.9266526877385042,3.756985507454013,7.952001595310589,9.161242786043988e-07,0.002365907720574257,31.265647193177188,UGC06667_segment_structure_v8.csv
UGC06917,1,1.74,5.24,3.49,0.35,2.0269024587507327,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,4.108333577289765,4.108333577289765,1.4506919455424277e-06,0.0022500921958762206,61.92095468574275,UGC06917_segment_structure_v8.csv
UGC06917,2,6.11,10.47,8.290000000000001,0.35000000000000003,2.00936080348129,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.017541655269442735,0.9690095983670813,3.9124061362744897,8.020739713564256,5.019560771471089e-07,0.0020399058506581948,68.86107320576346,UGC06917_segment_structure_v8.csv
UGC07089,1,0.87,3.5,2.185,0.35,2.048173842196159,36.64117958084035,37.974999999999994,4.3,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.0,1.0,4.195016087856576,4.195016087856576,3.779123657226717e-06,0.0028735666324343997,36.64117969351938,UGC07089_segment_structure_v8.csv
UGC07089,2,4.37,6.55,5.46,0.35,2.015532813703137,53.57789334738961,66.22500000000001,4.875,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.03264102849302164,0.9260375315424018,3.761909423510246,7.956925511366823,1.1479430993671147e-06,0.002503551342102743,53.57789340588174,UGC07089_segment_structure_v8.csv
UGC07089,3,6.98,9.16,8.07,0.35,2.009669522620055,53.43893757923338,75.175,6.3999999999999995,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.005863291083082256,0.9862920002859894,3.9834081103452177,11.94033362171204,7.885509271715967e-07,0.002522618873764879,53.4389376387743,UGC07089_segment_structure_v8.csv
UGC08490,1,0.34,2.03,1.1849999999999998,0.35000000000000003,2.1046736599321907,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,4.429651214812362,4.429651214812362,1.3567292425571856e-05,0.004009643565742802,42.85747043317361,UGC08490_segment_structure_v8.csv
UGC08490,2,2.37,4.06,3.215,0.35000000000000003,2.0297764884275704,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.07489717150462027,0.7754032845543102,3.1946557889309717,7.6243070037433345,3.1724791435431937e-06,0.0031936688066378093,44.924031219218456,UGC08490_segment_structure_v8.csv
UGC08490,3,4.39,6.09,5.24,0.35000000000000003,2.0163322340000915,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.013444254427478874,0.9553662561873982,3.884132921936228,11.508439925679562,1.8026617170020132e-06,0.003073426003190991,38.70703415679077,UGC08490_segment_structure_v8.csv
UGC08490,4,6.42,8.12,7.27,0.35000000000000003,2.0109697464422047,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.005362487557886819,0.9819523185075276,3.9710145094027323,15.479454435082294,1.2596421459255746e-06,0.0030261524087327337,34.32792496764268,UGC08490_segment_structure_v8.csv
UGC08490,5,8.46,10.15,9.305,0.35000000000000003,2.008145358484426,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002824387957778729,0.9904534386808685,3.9941498614846527,19.473604296566947,9.673284047900583e-07,0.0030001651298839356,31.638847587523742,UGC08490_segment_structure_v8.csv
UGC08837,1,0.52,2.09,1.305,0.35,2.0924941862394024,19.17745861076016,17.752499999999998,2.07,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.0,1.0,4.378531919445699,4.378531919445699,1.1057777611992309e-05,0.0037987366036157286,19.177458986993525,UGC08837_segment_structure_v8.csv
UGC08837,2,2.63,4.2,3.415,0.35,2.027634361091148,32.88988635846468,43.225,3.0075,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.06485982514825439,0.8732853739573271,3.590339120553585,7.968871039999284,2.9388386130985573e-06,0.003167985773915592,32.88988651103641,UGC08837_segment_structure_v8.csv
UGC12506,1,0.82,9.02,4.92,0.35000000000000003,2.01763955556552,109.39646172839652,181.83333333333334,17.9,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0,1.0,4.07086937618263,4.07086937618263,7.232980868166119e-07,0.0018864322376215188,109.39646174466134,UGC12506_segment_structure_v8.csv
UGC12506,2,10.65,18.85,14.75,0.35000000000000003,2.004696128943481,177.94576202553347,240.0,11.6,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0129434266220394,0.9481893798216205,3.8105897086633664,7.881459084845996,1.5580555561093933e-07,0.0015159590842965898,177.94576203199085,UGC12506_segment_structure_v8.csv
UGC12506,3,20.49,30.32,25.405,0.35000000000000003,2.002470916682833,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0022252122606478686,0.9908954676205323,3.973381600891853,11.85484068573785,7.899828773274143e-08,0.00141666915680772,168.5091958509849,UGC12506_segment_structure_v8.csv
UGC12506,4,31.96,38.52,35.24,0.35,2.0016851306509946,152.28746127646687,242.2,16.8,5,49.99,0.82,4.110273924149317,0.2432927874039356,0.0007857860318383203,0.9967754143431656,3.9938232750926996,15.84866396083055,5.488848102695165e-08,0.0013907803821559233,152.2874612828176,UGC12506_segment_structure_v8.csv
UGC12506,5,40.16,49.99,45.075,0.35000000000000003,2.001265743002301,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0004193876486935366,0.9982776867701004,3.9981665984119528,19.846830559242502,4.2012647077352945e-08,0.0013761250186707908,144.06925811123722,UGC12506_segment_structure_v8.csv
UGCA281,1,0.25,1.08,0.665,0.35000000000000003,2.223188582841033,17.94486518706182,24.633333333333336,1.6616666666666664,6,1.08,0.25,1.463255402256019,0.6834076938709533,0.0,1.0,4.942567474874721,4.942567474874721,4.806950732853962e-05,0.0056538679126310375,17.944866077740606,UGCA281_segment_structure_v8.csv
