galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
NGC5907,3,27.68,37.75,32.715,0.35,2.00183780020182,174.22505643645147,217.0,2.0,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0011879763449789138,0.9972676148320807,3.996404942104476,11.997891111589848,4.821380660845841e-08,0.0012559118930863412,174.22505644097814,NGC5907_segment_structure_v8.csv
NGC5907,4,40.26,50.33,45.295,0.35,2.001258616022915,148.05471556378245,215.8,3.6,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0005791841789051233,0.9986669231460545,3.999697027350872,15.99758813894072,3.3536237630850673e-08,0.0012324868694997854,148.0547155689124,NGC5907_segment_structure_v8.csv
NGC5985,1,3.54,8.02,5.779999999999999,0.35000000000000003,2.0144913063640417,171.006515332304,254.42857142857142,6.155714285714285,7,34.72,3.54,2.283189162646466,0.437983858876104,0.0,1.0,4.0581752234163035,4.0581752234163035,5.224388596922755e-07,0.0017377274265607226,171.0065153411332,NGC5985_segment_structure_v8.csv
NGC5985,2,8.79,12.56,10.675,0.35000000000000003,2.0069073832983775,212.8164177014081,298.6666666666667,9.28,6,34.72,3.54,2.283189162646466,0.437983858876104,0.007583923065664244,0.9828335213059451,3.9585362095223573,8.01671143293866,3.02566497871783e-07,0.001797191521452648,212.81641770899657,NGC5985_segment_structure_v8.csv
NGC5985,3,13.39,17.89,15.64,0.35000000000000003,2.004380436626994,228.5514375976832,294.42857142857144,6.645714285714286,7,34.72,3.54,2.283189162646466,0.437983858876104,0.0025269466713835342,0.9942471143324082,3.9944284810706305,12.011139914009291,2.1118889760484335e-07,0.0018174141956471426,228.55143760490913,NGC5985_segment_structure_v8.csv
NGC5985,4,18.72,22.52,20.619999999999997,0.35000000000000003,2.003158538362649,217.7049921384439,290.5,4.056666666666667,6,34.72,3.54,2.283189162646466,0.437983858876104,0.0012218982643448228,0.9972140630700057,4.001465156347008,16.0126050703563,1.619738947928149e-07,0.0018275397972760657,217.70499214611462,NGC5985_segment_structure_v8.csv
NGC5985,5,23.23,34.72,28.975,0.35000000000000003,2.0021180042632394,203.18735566590126,291.85714285714283,4.497142857142857,7,34.72,3.54,2.283189162646466,0.437983858876104,0.00104053409940974,0.9976270836485625,3.998964723556706,20.011569793913008,1.0251670129164441e-07,0.0017234910559458662,203.18735567321082,NGC5985_segment_structure_v8.csv
UGC01281,1,0.23,0.84,0.535,0.35,2.3001144417346158,8.881473492568254,10.914000000000001,4.356,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0,1.0,5.290526445076143,5.290526445076143,7.949717212994124e-05,0.00652157857343746,8.881475886933412,UGC01281_segment_structure_v8.csv
UGC01281,2,1.0,1.61,1.3050000000000002,0.35,2.0924941862394024,17.14148187160106,26.139999999999997,5.038,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.20762025549521335,0.5278882028741578,2.311375346183327,7.60190179125947,1.919824749081532e-05,0.005005368415562834,17.141482602392966,UGC01281_segment_structure_v8.csv
UGC01281,3,1.76,2.22,1.9900000000000002,0.35,2.0541730102337157,22.166147625823672,38.525000000000006,4.865,4,4.99,0.23,3.077111879822369,0.32498005891736587,0.03832117600568674,0.8887684434681102,3.7502711039221994,11.35217289518167,1.2329151770565333e-05,0.004953282954104784,22.16614817925795,UGC01281_segment_structure_v8.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.35,2.0365611244633395,25.118562460484434,48.379999999999995,6.388,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0176118857703762,0.9472485660098251,3.9287903570632956,15.280963252244966,8.850709221272674e-06,0.004911026636861994,25.11856294057127,UGC01281_segment_structure_v8.csv
UGC01281,5,3.46,4.99,4.225,0.35,2.021259575103735,26.65534840303284,55.620000000000005,4.0,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.015301549359604483,0.9540067049451778,3.897585110519183,19.17854836276415,4.620858397893405e-06,0.004418498243871965,26.6553487692469,UGC01281_segment_structure_v8.csv
UGC04278,1,0.14,1.25,0.6950000000000001,0.35,2.210373732270843,17.252937366659097,22.345999999999997,5.018,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0,1.0,4.885752036312938,4.885752036312938,4.350329649707297e-05,0.005498617195756194,17.252938242880624,UGC04278_segment_structure_v8.csv
