r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.85,10.3,0.2,11.837630569210045,9.59,108.19776470588235,61.7502971424505,52.59200332389694,16.84635003521082,111.5171143042081,2.3837382542155616,0.5934953016862248,0.4970874921354362,0.7873264238541005,2007.8129151609535,56.66046763893661,164.85823234481896,0.5236750296363208,0.0
1.14,12.9,2.7,14.598353662203493,11.99,126.10535087719299,47.580521519208176,46.94794101716587,16.74532609681589,109.13497853425918,2.3789292213408277,0.5915716885363311,0.4956885007536954,0.7926611146649993,1668.922273662899,60.83493828664051,186.94028916383348,0.4824136157860921,0.10102393839492763
1.42,16.4,1.8,16.898000673023937,13.861908238045729,135.318661971831,30.128603672925003,38.13281028468481,16.279331679445374,104.10667246707608,2.3612951714576123,0.584518068583045,0.4905585953331236,0.8008031570514531,1216.1566151722043,65.76755404613905,201.08621601797006,0.48601983708521845,0.46599441737051706
1.71,18.6,2.1,19.049998211576526,15.652683476005002,143.27865497076024,33.52998560879517,26.215310784688704,14.884369635298892,97.86955927122477,2.3250868967036835,0.5700347586814735,0.4800252790410716,0.8096394197991621,860.3943101042291,68.94498939243789,212.22364436319813,0.48119511874610993,1.3949620441464816
1.99,19.8,2.0,21.12345608054612,17.53046491111973,154.43075376884426,17.67464348004518,16.28961229291243,11.739890152230736,90.81942656478671,2.2920203723543047,0.5568081489417219,0.47040592650307045,0.8182197076205352,533.7047408161392,69.79055114912606,224.22130491797031,0.4519213268465313,3.1444794830681566
2.28,26.1,0.6,21.052132777001397,18.698804774637335,153.353201754386,2.1627996424699965,7.604090466578629,5.7132519329183005,85.17928662380578,2.2866598155765443,0.5546639262306178,0.46884649180408566,0.8233605667636961,227.26053507476558,41.0293835353055,194.3825852896915,0.2675482680891078,6.026638219312435
2.55,27.7,2.7,19.542795119443877,19.922020479860972,155.64192156862745,-2.0479709396732,-2.6311665899497885,-2.0356841452626226,84.48581491369785,2.2849363506327722,0.553974540253109,0.46834512018407926,0.8218528777535513,-45.777010520152416,-5.869042713506104,149.77287885512135,0.03770862409275934,7.748936078180924
2.84,29.7,2.6,16.835431853631693,20.791007671587252,152.206338028169,-13.299005458744,-12.487891785670257,-9.139759603400076,88.03879544530865,2.312317724253295,0.564927089701318,0.47631061069186764,0.8149417741125515,-248.72857747223043,-52.40642052877581,99.79991749939319,0.3443116837820308,7.104075458137453
3.13,33.0,3.4,15.651135914131988,21.517811226981244,147.92849840255593,-17.646299673846915,-20.530107882023152,-13.232050297587516,93.53332680249586,2.3628793894287567,0.5851517557715027,0.4910194587429111,0.8054258153467425,-361.32665922977515,-69.66713884899934,78.26135955355659,0.47095143668270767,4.09229069418744
3.41,34.8,1.2,15.929786011808579,22.01645975174029,142.14794721407625,-31.608982498557154,-23.22775479837185,-13.742502313595075,100.55432749260817,2.4003326164780026,0.600133046591201,0.5019149429754189,0.7940332387815672,-357.28620011324824,-67.73208727800228,74.41585993607397,0.47649008378571284,0.5104520160075587
3.7,35.0,0.9,16.833138722481028,21.924235448471173,129.91137837837834,-38.04828083929449,-15.300665753458349,-9.402191864275359,106.72692087625802,2.4289679212767377,0.6115871685106951,0.5102452134623238,0.7843233080982024,-233.33673052528138,-53.3290650674891,76.58231331088925,0.4105034195862621,4.340310449319716
3.98,39.0,10.2,20.818563067298445,21.89594711356419,120.4604271356784,-15.536205521416703,-1.1619259031933336,-0.868279928070415,108.00745886935732,2.4518636966472918,0.6207454786589167,0.5169058026610304,0.781584960663139,-32.29069997145301,-11.562796937918872,108.89763019775953,0.09598834416297833,8.533911936204944
4.26,35.9,5.4,25.482423785260185,22.723540657212734,121.211103286385,26.33643976582351,12.63155694881711,7.963995536059933,105.85720052997904,2.45715734980507,0.622862939922028,0.5184457744887476,0.7844467614841433,157.3818695918947,31.219394829012664,152.43049811539765,0.25756217031743966,8.832275464130348
4.55,40.0,4.1,30.152125615179447,24.827374005319207,135.4721978021978,53.04739957747817,21.06751274546259,13.40176269801524,101.1088927746085,2.4167331567571746,0.6066932627028698,0.5066860092384508,0.7914870673408689,257.90232807331535,64.3411382667166,199.8133360689144,0.4749397980584971,5.437767161955307
4.84,38.7,1.4,32.739707216089954,27.121511757274888,151.97859504132234,37.35843176149506,24.47666266592426,14.580333331570948,92.28267589737638,2.3812266449907575,0.5924906579963031,0.4963568421791295,0.8031093208630553,259.09488658621297,69.48595632134145,221.46455136266377,0.4572088345891638,1.178570633555708
5.12,41.8,0.5,34.00232180010784,28.330981274922337,156.76650390625,4.131498143932911,20.764843279959628,13.070641746309452,78.92163454898935,2.3552008698709166,0.5820803479483667,0.4887857075988121,0.8179661587860683,200.56850466123382,69.0455835543143,225.8120874605643,0.44043581909312185,1.5096915852614963
5.41,42.9,0.4,34.17054730396401,28.895406209292158,154.3335489833641,1.5095440808916507,11.19768614825277,9.529190684293814,69.3942631301972,2.3184254022065156,0.5673701608826063,0.4780873897328046,0.8278474454784046,128.35663028993554,61.493863780488375,215.82741276385246,0.3984478046773674,3.5414510620156374
5.68,44.4,1.7,33.676009055752644,29.920482950647706,157.61184859154932,7.777342836000355,4.641679244756319,5.300227334997272,65.75953369419327,2.2813770464517993,0.5525508185807197,0.4673096862405235,0.831408065996841,65.04624698878224,42.04899400055176,199.66084259210106,0.26678828004563043,4.228963349296542
