r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.26,14.6,13.0,6.461672470218791,5.084643546995206,99.43692307692307,299.7001748251747,269.11454133697686,12.283612210545417,115.77429917943651,2.4762211802522085,0.6304884721008834,0.5239916160733697,0.7609870174936826,4719.594851407974,61.152350432243914,160.589273509167,0.6149863505424165,0.0
0.44,10.0,7.0,10.181165468727468,8.215138465053403,153.3829545454545,250.81657558128154,219.18466320963972,12.283612210436218,115.31735348317662,2.4517930380401554,0.6207172152160622,0.5168852474298634,0.765778179130637,3507.1418952889144,82.19915977638318,235.5821143218377,0.5359080480616492,1.09199760345291e-10
0.77,10.7,7.13,16.007868076500706,13.23110350651071,227.35337662337665,195.6556066280786,153.7947621314984,12.283559643988244,114.86216705315637,2.419970531308703,0.6079882125234812,0.5076277909261682,0.7707550111838546,2126.0000358876373,105.44122123980569,332.79459786318233,0.4637767989453478,5.25664479731347e-05
0.89,17.4,9.6,17.90871650471414,14.658475364102502,241.42797752808988,50.050784188489075,73.4328281023343,10.318450441413063,114.3970183673923,2.4196040039580033,0.6078416015832013,0.5075211647877828,0.77602634055999,1119.4130864200324,118.93396274856251,360.3619402766524,0.49262709304154556,1.9651092025751815
1.22,23.5,11.2,19.09652163465992,17.45992554394205,249.87622950819673,-27.24933056553208,7.080639165401482,2.140180862636079,113.7744021583561,2.4198261885799655,0.6079304754319862,0.5075858003141718,0.7798906638435339,363.0544196126742,49.03945782215925,298.915687330356,0.19625499359694237,8.178269578776984
1.55,31.0,5.2,17.62305598247986,18.61013970930901,223.4434193548387,-102.10949532064573,-40.71529640914613,-6.047334166710423,111.93554618832222,2.418649217651189,0.6074596870604756,0.507243408771255,0.7827241953599869,-325.6450514049554,-23.074321186052188,200.36909816878654,0.1032669534537022,8.187515029346502
1.8,32.3,2.41,13.39441196752479,18.524980431838518,190.6527222222222,-80.94436910338243,-52.82021459172106,-12.26786808896595,108.54790437888113,2.4128640259331173,0.605145610373247,0.505560443907816,0.7884777250972319,-581.3819066371523,-90.98034891346035,99.67237330876185,0.4772045625837689,6.220533922255527
2.21,40.9,5.9,13.582776379777426,19.384130106868348,170.02013574660631,-43.32407124465944,-47.765357237380044,-12.167884136546938,103.09475849714252,2.3949266622285172,0.5979706648914069,0.500342301739205,0.7972057262460946,-590.6811834252915,-86.53967684025356,83.48045890635275,0.508996634194141,0.09998395241901115
2.31,43.8,4.26,14.233202501699129,19.732402286594503,168.55744588744588,-10.473806724385607,-26.344084751658695,-11.007527263776808,97.50243482413026,2.356860436979002,0.5827441747916009,0.48926849075752793,0.8061083357446224,-452.50214708752856,-80.8587214483228,87.69872443912308,0.47971017253261033,1.16035687277013
2.54,44.8,4.5,14.983500651541283,20.568714106623194,166.56377952755906,-1.9750437938269794,-11.053802598601857,-8.903411850937067,92.79406641544858,2.3180500216353934,0.5672200086541574,0.4779781881121145,0.8128283175520057,-332.6389205805772,-78.17586938002441,88.38791014753465,0.46934495363735246,2.1041154128397412
3.1,51.7,12.7,16.743620698137846,22.752828395608315,166.99716129032257,4.996867107960978,-6.508663405416091,-7.114978998002455,90.63987876501717,2.3164467617373923,0.566578704694957,0.477511785232696,0.8165010427771677,-235.14949566855753,-76.56205352157735,90.43510776874521,0.45846320338628477,1.788432852934612
3.43,55.7,4.5,18.14241127741287,24.21915977072698,171.01099125364433,-4.492958338098233,-7.354771769895809,-6.543172918859752,90.24113583595567,2.3393555289559673,0.5757422115823869,0.48417615387809965,0.8163028562964944,-185.21829544053122,-75.0497414114293,95.96124984221504,0.438859168415176,0.5718060791427027
3.86,59.4,9.85,18.676821867945364,25.128241084485005,163.5825129533679,-20.59837527873061,-8.074491632206984,-7.3438873977122565,92.23124090187584,2.3607539864972953,0.5843015945989182,0.4904011597083041,0.8118277507320704,-176.3629424124949,-73.21368521063161,90.3688277427363,0.4475642529804055,0.8007144788525045
4.09,62.0,4.5,18.820078471257627,25.37383888969109,157.41606356968214,-14.704348546784193,-10.203616727669836,-7.975257915552596,93.06255192743328,2.373482839179223,0.5893931356716893,0.49410409867031946,0.8079997400145353,-174.36516915840613,-70.81573260041691,86.60033096926523,0.44986344464819794,0.6313705178403399
4.37,63.0,3.2,19.60862541346477,26.11673792800318,156.08329519450797,-5.5736431053828515,-10.424295769264683,-7.88521998232452,92.08246522493447,2.3900548630209024,0.596021945208361,0.49892505106062623,0.8066874898872709,-159.2814651936992,-68.09743922069183,87.98585597381614,0.4362890925376103,0.09003793322807674
4.76,66.6,6.9,20.674960872438714,27.046718839814933,153.68172268907563,-5.64875836935329,-7.677257631589887,-6.969945823137129,88.93449364559126,2.3787879128199227,0.5915151651279691,0.4956473928203412,0.8075607985222455,-128.80886664274428,-63.88046069813617,89.80126199093945,0.4156672607540797,0.9152741591873905
5.4,71.3,2.95,22.456423648657562,28.48563497624724,150.26507407407408,-5.596353546072467,-6.066772809924284,-5.852943582742072,83.08004741731904,2.3718034411240883,0.5887213764496353,0.49361554650882566,0.8116875402769641,-94.39282088590052,-56.8778586874099,93.38721538666418,0.37851682460404346,1.117002240395057
5.86,72.3,15.5,24.21342758296169,29.402394460315644,147.5257337883959,-6.86318459035663,-5.46281479842139,-4.965802273198728,74.23272268523591,2.3653400206721478,0.5861360082688591,0.49173527874098844,0.8193538466824846,-65.581094616268,-47.476232881343,100.0495009070529,0.3218166191224693,0.8871413095433445
6.08,73.4,6.0,25.70681874439568,29.75292422603197,145.59810855263157,-6.65192443845618,-4.320878498700369,-4.108698190728337,64.79888231085565,2.3361613705008604,0.5744645482003442,0.4832469441457049,0.8266351636027995,-44.770965833416895,-36.907231914932055,108.69087663769952,0.25348702865594325,0.857104082470391
6.43,72.4,5.81,27.375999553240646,30.400830580758807,143.7341368584759,-2.553853047868384,-3.1108212931149426,-3.176958019268435,55.897993473374115,2.3077797387627266,0.5631118955050907,0.47499046945824774,0.8325320923452778,-29.815476725239876,-27.179649838408686,116.5544870200672,0.1890966922156455,0.9317401714599018
6.97,77.1,12.1,29.293804908230406,31.606589502823617,143.3251793400287,0.06092312925181217,-2.3625372151557236,-2.4734536550335555,50.83201050852797,2.302648528205716,0.5610594112822865,0.47349775365984476,0.8363283111153093,-20.634394321682567,-20.207961836231906,123.11721750379681,0.1409938011540175,0.7035043642348793
7.96,80.3,13.5,31.80172423470165,33.83586410895989,143.82734924623117,0.4539324818546683,-2.0596381452852928,-2.4852397589691577,52.03470577949446,2.316230162045806,0.5664920648183225,0.47744877441332545,0.8366095912907743,-17.563750072202666,-16.773371319094206,127.05397792713696,0.11662157028548403,0.011786103935602199
10.29,84.7,6.0,36.37459038298747,38.60471085243354,144.8322351797862,-3.121764200560534,-3.148525015757115,-3.2191463366235036,58.83590075967325,2.351560954905048,0.5806243819620193,0.48772682324510497,0.8309589993963593,-18.106579834344,-16.250036391630267,128.58219878815595,0.11219903063332848,0.7339065776543459
15.49,86.9,5.6,39.95056587252946,43.17133308110835,120.32046481601034,-5.137429089104026,-4.760367121652976,-4.511176557603607,67.53154546952938,2.4069494645071994,0.6027797858028798,0.5038398442202762,0.824577196467678,-21.30059755897838,-17.28316891314941,103.03729590286093,0.143642803737321,1.2920302209801031
16.26,85.8,8.6,39.48425541556933,43.08445891501946,114.16178351783516,-7.998287400227495,-6.450811098069409,-5.456277762337756,76.96919147152785,2.458153088767806,0.6232612355071223,0.5187354440051799,0.8186429226374523,-23.774520987338278,-18.281929537397552,95.87985398043762,0.16014053892685917,0.9451012047341489
